"Correct_Village","DW","month","year","round","Dogs"
"nachingwea_lionja_lionjaa","nachingwea_lionja",69,2015,4,45
"nachingwea_lionja_lionjab","nachingwea_lionja",69,2015,4,36
"nachingwea_lionja_lipuyu","nachingwea_lionja",69,2015,4,41
"nachingwea_lionja_ngunichile","nachingwea_lionja",69,2015,4,20
"nachingwea_marambo_ikungu","nachingwea_marambo",69,2015,4,7
"nachingwea_marambo_litula","nachingwea_marambo",69,2015,4,6
"nachingwea_marambo_marambo","nachingwea_marambo",69,2015,4,107
"nachingwea_marambo_mituguru","nachingwea_marambo",69,2015,4,8
"nachingwea_marambo_rupota","nachingwea_marambo",69,2015,4,12
"nachingwea_matekwe_majonanga","nachingwea_matekwe",69,2015,4,4
"nachingwea_matekwe_matekwe","nachingwea_matekwe",69,2015,4,19
"nachingwea_mbondo_chimbendenga","nachingwea_mbondo",69,2015,4,24
"nachingwea_mbondo_mbondo","nachingwea_mbondo",69,2015,4,36
"nachingwea_mbondo_nahimba","nachingwea_mbondo",69,2015,4,42
"nachingwea_mbondo_nakalonji","nachingwea_mbondo",69,2015,4,23
"nachingwea_mkoka_chilaile","nachingwea_mkoka",69,2015,4,9
"nachingwea_mkoka_likwela","nachingwea_mkoka",69,2015,4,9
"nachingwea_mkoka_mkoka","nachingwea_mkoka",69,2015,4,18
"nachingwea_mkoka_nandile","nachingwea_mkoka",69,2015,4,8
"nachingwea_mkoka_narungombe","nachingwea_mkoka",69,2015,4,21
"nachingwea_mkoka_rweje","nachingwea_mkoka",69,2015,4,17
"nachingwea_mkotokuyana_mandai","nachingwea_mkotokuyana",69,2015,4,12
"nachingwea_mkotokuyana_mtokokuyana","nachingwea_mkotokuyana",69,2015,4,19
"nachingwea_mneromiembeni_farm","nachingwea_mneromiembeni",69,2015,4,15
"nachingwea_mneromiembeni_mkonjela","nachingwea_mneromiembeni",69,2015,4,26
"nachingwea_mneromiembeni_mneromiembeni","nachingwea_mneromiembeni",69,2015,4,18
"nachingwea_mneromiembeni_namkula","nachingwea_mneromiembeni",69,2015,4,36
"nachingwea_mneromiembeni_ntila","nachingwea_mneromiembeni",69,2015,4,48
"nachingwea_mnerongongo_kimawe","nachingwea_mnerongongo",69,2015,4,45
"nachingwea_mnerongongo_kitandi","nachingwea_mnerongongo",69,2015,4,27
"nachingwea_mnerongongo_mnerongongo","nachingwea_mnerongongo",69,2015,4,75
"nachingwea_mnerongongo_mpute","nachingwea_mnerongongo",69,2015,4,59
"nachingwea_mpiruka_libea","nachingwea_mpiruka",69,2015,4,19
"nachingwea_mpiruka_mkumba","nachingwea_mpiruka",69,2015,4,40
"nachingwea_mpiruka_mpiruka","nachingwea_mpiruka",69,2015,4,33
"nachingwea_mtua_kiparamtua","nachingwea_mtua",69,2015,4,77
"nachingwea_mtua_mtua","nachingwea_mtua",69,2015,4,37
"nachingwea_mtua_nalengwe","nachingwea_mtua",69,2015,4,19
"nachingwea_mtua_nammanga","nachingwea_mtua",69,2015,4,20
"nachingwea_naipanga_chiumbatishuleni","nachingwea_naipanga",69,2015,4,14
"nachingwea_naipanga_chiwindi","nachingwea_naipanga",69,2015,4,6
"nachingwea_naipanga_naipanga","nachingwea_naipanga",69,2015,4,16
"nachingwea_naipanga_rahaleo","nachingwea_naipanga",69,2015,4,6
"nachingwea_naipingo_kihuwe","nachingwea_naipingo",69,2015,4,13
"nachingwea_naipingo_kwakamkamba","nachingwea_naipingo",69,2015,4,6
"nachingwea_naipingo_mchangani","nachingwea_naipingo",69,2015,4,36
"nachingwea_naipingo_mchonda","nachingwea_naipingo",69,2015,4,40
"nachingwea_naipingo_mkatapori","nachingwea_naipingo",69,2015,4,9
"nachingwea_naipingo_mkukwe","nachingwea_naipingo",69,2015,4,2
"nachingwea_naipingo_naipingo","nachingwea_naipingo",69,2015,4,47
"nachingwea_naipingo_namatumbusi","nachingwea_naipingo",69,2015,4,7
"nachingwea_naipingo_nangondo","nachingwea_naipingo",69,2015,4,15
"nachingwea_namapwia_likongowele","nachingwea_namapwia",69,2015,4,6
"nachingwea_namapwia_mbute","nachingwea_namapwia",69,2015,4,9
"nachingwea_namapwia_namapwia","nachingwea_namapwia",69,2015,4,29
"nachingwea_namatula_muungano","nachingwea_namatula",69,2015,4,44
"nachingwea_namatula_namatula","nachingwea_namatula",69,2015,4,34
"nachingwea_nambambo_boma","nachingwea_nambambo",69,2015,4,60
"nachingwea_nambambo_nachingwea","nachingwea_nambambo",69,2015,4,70
"nachingwea_nambambo_rahaleo","nachingwea_nambambo",69,2015,4,18
"nachingwea_nambambo_ugawaji","nachingwea_nambambo",69,2015,4,94
"nachingwea_nambambo_uhindini","nachingwea_nambambo",69,2015,4,46
"nachingwea_namikango_namikangoa","nachingwea_namikango",69,2015,4,47
"nachingwea_namikango_namikangob","nachingwea_namikango",69,2015,4,18
"nachingwea_namikango_nangunde","nachingwea_namikango",69,2015,4,13
"nachingwea_nangowe_matankini","nachingwea_nangowe",69,2015,4,48
"nachingwea_nangowe_maziwa","nachingwea_nangowe",69,2015,4,10
"nachingwea_nangowe_mitumbati","nachingwea_nangowe",69,2015,4,41
"nachingwea_nangowe_mwenge","nachingwea_nangowe",69,2015,4,32
"nachingwea_nangowe_nangowe","nachingwea_nangowe",69,2015,4,7
"nachingwea_nditi_namanja","nachingwea_nditi",69,2015,4,15
"nachingwea_nditi_nditi","nachingwea_nditi",69,2015,4,24
"nachingwea_nditi_ngangambo","nachingwea_nditi",69,2015,4,6
"nachingwea_nditi_nyambia","nachingwea_nditi",69,2015,4,13
"nachingwea_nditi_nyambib","nachingwea_nditi",69,2015,4,7
"nachingwea_ndomoni_mkurupilo","nachingwea_ndomoni",69,2015,4,12
"nachingwea_ndomoni_ndomoni","nachingwea_ndomoni",69,2015,4,18
"nachingwea_ruponda_mandawa","nachingwea_ruponda",69,2015,4,29
"nachingwea_ruponda_mibondo","nachingwea_ruponda",69,2015,4,10
"nachingwea_ruponda_mwananyamala","nachingwea_ruponda",69,2015,4,24
"nachingwea_ruponda_nammanga","nachingwea_ruponda",69,2015,4,44
"nachingwea_ruponda_ruponda","nachingwea_ruponda",69,2015,4,49
"nachingwea_stesheni_chemchem","nachingwea_stesheni",69,2015,4,2
"nachingwea_stesheni_chiumbatimiembeni","nachingwea_stesheni",69,2015,4,47
"nachingwea_stesheni_nangolola","nachingwea_stesheni",69,2015,4,16
"nachingwea_stesheni_songambele","nachingwea_stesheni",69,2015,4,25
"nachingwea_stesheni_stesheni","nachingwea_stesheni",69,2015,4,31
"ruangwa_chibula_chibula","ruangwa_chibula",69,2015,4,2
"ruangwa_chibula_lichwachwa","ruangwa_chibula",69,2015,4,11
"ruangwa_chibula_muhuru","ruangwa_chibula",69,2015,4,13
"ruangwa_chibula_nachikalala","ruangwa_chibula",69,2015,4,4
"ruangwa_chibula_namihenje","ruangwa_chibula",69,2015,4,11
"ruangwa_chienjele_mibure","ruangwa_chienjele",69,2015,4,62
"ruangwa_chienjele_namakuku","ruangwa_chienjele",69,2015,4,45
"ruangwa_chienjele_ngimbwa","ruangwa_chienjele",69,2015,4,9
"ruangwa_chienjele_njawale","ruangwa_chienjele",69,2015,4,3
"ruangwa_chienjele_njiechele","ruangwa_chienjele",69,2015,4,28
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",69,2015,4,10
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",69,2015,4,27
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",69,2015,4,3
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",69,2015,4,36
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",69,2015,4,26
"ruangwa_chinongwe_litama","ruangwa_chinongwe",69,2015,4,17
"ruangwa_chunyu_chunyu","ruangwa_chunyu",69,2015,4,11
"ruangwa_chunyu_mihewe","ruangwa_chunyu",69,2015,4,15
"ruangwa_chunyu_namikulo","ruangwa_chunyu",69,2015,4,5
"ruangwa_likunja_kitandi","ruangwa_likunja",69,2015,4,6
"ruangwa_likunja_likunja","ruangwa_likunja",69,2015,4,10
"ruangwa_likunja_mitope","ruangwa_likunja",69,2015,4,13
"ruangwa_likunja_mmawa","ruangwa_likunja",69,2015,4,8
"ruangwa_likunja_mpara","ruangwa_likunja",69,2015,4,27
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",69,2015,4,31
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",69,2015,4,19
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",69,2015,4,20
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",69,2015,4,19
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",69,2015,4,3
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",69,2015,4,9
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",69,2015,4,2
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",69,2015,4,9
"ruangwa_malolo_malolo","ruangwa_malolo",69,2015,4,31
"ruangwa_malolo_mchengaa","ruangwa_malolo",69,2015,4,40
"ruangwa_malolo_mchengab","ruangwa_malolo",69,2015,4,25
"ruangwa_malolo_mtawilile","ruangwa_malolo",69,2015,4,10
"ruangwa_malolo_nangumbua","ruangwa_malolo",69,2015,4,15
"ruangwa_malolo_nangumbub","ruangwa_malolo",69,2015,4,14
"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe",69,2015,4,6
"ruangwa_mandarawe_nandenje","ruangwa_mandarawe",69,2015,4,10
"ruangwa_mandawa_chikundi","ruangwa_mandawa",69,2015,4,21
"ruangwa_mandawa_mandawachini","ruangwa_mandawa",69,2015,4,22
"ruangwa_mandawa_mchichili","ruangwa_mandawa",69,2015,4,15
"ruangwa_mandawa_nahanga","ruangwa_mandawa",69,2015,4,18
"ruangwa_matambarale_matambarale","ruangwa_matambarale",69,2015,4,19
"ruangwa_matambarale_matambaralekaskazini","ruangwa_matambarale",69,2015,4,11
"ruangwa_matambarale_namkatila","ruangwa_matambarale",69,2015,4,29
"ruangwa_matambarale_nandandara","ruangwa_matambarale",69,2015,4,43
"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera",69,2015,4,19
"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera",69,2015,4,20
"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera",69,2015,4,20
"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera",69,2015,4,20
"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera",69,2015,4,20
"ruangwa_mnacho_chimbilaa","ruangwa_mnacho",69,2015,4,21
"ruangwa_mnacho_chimbilab","ruangwa_mnacho",69,2015,4,17
"ruangwa_mnacho_manokwe","ruangwa_mnacho",69,2015,4,14
"ruangwa_mnacho_ngau","ruangwa_mnacho",69,2015,4,44
"ruangwa_nachingwea_dodoma","ruangwa_nachingwea",69,2015,4,10
"ruangwa_nachingwea_kilimahewa","ruangwa_nachingwea",69,2015,4,23
"ruangwa_nachingwea_nachingwea","ruangwa_nachingwea",69,2015,4,10
"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje",69,2015,4,12
"ruangwa_nambilanje_mtondo","ruangwa_nambilanje",69,2015,4,5
"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje",69,2015,4,5
"ruangwa_nambilanje_nanjaru","ruangwa_nambilanje",69,2015,4,15
"ruangwa_namichiga_namichigab","ruangwa_namichiga",69,2015,4,11
"ruangwa_namichiga_namichingaa","ruangwa_namichiga",69,2015,4,6
"ruangwa_namichiga_namkonjera","ruangwa_namichiga",69,2015,4,3
"ruangwa_nandagala_mmawa","ruangwa_nandagala",69,2015,4,4
"ruangwa_nandagala_namahemaa","ruangwa_nandagala",69,2015,4,9
"ruangwa_nandagala_namahemab","ruangwa_nandagala",69,2015,4,12
"ruangwa_nandagala_nandagalaa","ruangwa_nandagala",69,2015,4,17
"ruangwa_nanganga_mbecha","ruangwa_nanganga",69,2015,4,9
"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga",69,2015,4,7
"ruangwa_nanganga_mtakuja","ruangwa_nanganga",69,2015,4,13
"ruangwa_nanganga_nanganga","ruangwa_nanganga",69,2015,4,15
"ruangwa_narungombe_chikwale","ruangwa_narungombe",69,2015,4,5
"ruangwa_narungombe_liuguru","ruangwa_narungombe",69,2015,4,6
"ruangwa_narungombe_machanganja","ruangwa_narungombe",69,2015,4,9
"ruangwa_narungombe_nangurugai","ruangwa_narungombe",69,2015,4,33
"ruangwa_narungombe_narungombe","ruangwa_narungombe",69,2015,4,33
"ruangwa_nkowe_kipindimbi","ruangwa_nkowe",69,2015,4,21
"ruangwa_nkowe_mpumbe","ruangwa_nkowe",69,2015,4,5
"ruangwa_nkowe_nkowe","ruangwa_nkowe",69,2015,4,17
"ruangwa_ruangwa_likangara","ruangwa_ruangwa",69,2015,4,25
"ruangwa_ruangwa_lipande","ruangwa_ruangwa",69,2015,4,8
"ruangwa_ruangwa_mchangani","ruangwa_ruangwa",69,2015,4,23
"mtwaraurban_chikongola_citus","mtwaraurban_chikongola",70,2015,4,2
"mtwaraurban_chikongola_liyawile","mtwaraurban_chikongola",70,2015,4,2
"mtwaraurban_chikongola_mtawike","mtwaraurban_chikongola",70,2015,4,3
"mtwaraurban_chuno_ligulaa","mtwaraurban_chuno",70,2015,4,74
"mtwaraurban_chuno_ligulac","mtwaraurban_chuno",70,2015,4,4
"mtwaraurban_chuno_majengo","mtwaraurban_chuno",70,2015,4,20
"mtwaraurban_chuno_namtibwili","mtwaraurban_chuno",70,2015,4,6
"mtwaraurban_jangwani_mahuta","mtwaraurban_jangwani",70,2015,4,11
"mtwaraurban_jangwani_mtangashari","mtwaraurban_jangwani",70,2015,4,4
"mtwaraurban_jangwani_rwelu","mtwaraurban_jangwani",70,2015,4,9
"mtwaraurban_likombe_lilungu","mtwaraurban_likombe",70,2015,4,3
"mtwaraurban_likombe_madaba","mtwaraurban_likombe",70,2015,4,5
"mtwaraurban_likombe_mlimani","mtwaraurban_likombe",70,2015,4,10
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",70,2015,4,29
"mtwaraurban_likombe_mtepwezi","mtwaraurban_likombe",70,2015,4,7
"mtwaraurban_mitengo_kilimahewa","mtwaraurban_mitengo",70,2015,4,17
"mtwaraurban_mitengo_mnazimmoja","mtwaraurban_mitengo",70,2015,4,2
"mtwaraurban_naliendele_mkangala","mtwaraurban_naliendele",70,2015,4,20
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",70,2015,4,17
"mtwaraurban_rahaleo_rahaleojuu","mtwaraurban_rahaleo",70,2015,4,9
"mtwaraurban_railway_mkunguni","mtwaraurban_railway",70,2015,4,2
"mtwaraurban_railway_msikitini","mtwaraurban_railway",70,2015,4,3
"mtwaraurban_railway_railwaya","mtwaraurban_railway",70,2015,4,2
"mtwaraurban_railway_railwayb","mtwaraurban_railway",70,2015,4,3
"mtwaraurban_railway_serengeti","mtwaraurban_railway",70,2015,4,6
"mtwaraurban_shangani_indiankota","mtwaraurban_shangani",70,2015,4,21
"mtwaraurban_shangani_kiyangua","mtwaraurban_shangani",70,2015,4,5
"mtwaraurban_shangani_shanganieast","mtwaraurban_shangani",70,2015,4,35
"mtwaraurban_shangani_shanganiwest","mtwaraurban_shangani",70,2015,4,57
"mtwaraurban_shangani_ttcufundi","mtwaraurban_shangani",70,2015,4,11
"mtwaraurban_ufukoni_bombalabure","mtwaraurban_ufukoni",70,2015,4,8
"mtwaraurban_ufukoni_chipuputa","mtwaraurban_ufukoni",70,2015,4,11
"mtwaraurban_ufukoni_kagera","mtwaraurban_ufukoni",70,2015,4,2
"mtwaraurban_ufukoni_magomenia","mtwaraurban_ufukoni",70,2015,4,2
"mtwaraurban_ufukoni_magomenishuleni","mtwaraurban_ufukoni",70,2015,4,6
"mtwaraurban_ufukoni_matopeni","mtwaraurban_ufukoni",70,2015,4,2
"mtwaraurban_ufukoni_mbae","mtwaraurban_ufukoni",70,2015,4,39
"mtwaraurban_ufukoni_ufukonistendi","mtwaraurban_ufukoni",70,2015,4,45
"mtwaraurban_vigaeni_mabatinia","mtwaraurban_vigaeni",70,2015,4,11
"kilwa_chumo_nahama","kilwa_chumo",83,2016,5,13
"kilwa_chumo_namayuni","kilwa_chumo",83,2016,5,88
"kilwa_chumo_ngorongoro","kilwa_chumo",83,2016,5,10
"kilwa_kandawale_kandawale","kilwa_kandawale",83,2016,5,23
"kilwa_kandawale_mtumbeimpopera","kilwa_kandawale",83,2016,5,7
"kilwa_kandawale_ngarambi","kilwa_kandawale",83,2016,5,11
"kilwa_kibata_hanga","kilwa_kibata",83,2016,5,14
"kilwa_kibata_kibata","kilwa_kibata",83,2016,5,40
"kilwa_kibata_mtende","kilwa_kibata",83,2016,5,36
"kilwa_kibata_mwengei","kilwa_kibata",83,2016,5,26
"kilwa_kikole_kikole","kilwa_kikole",83,2016,5,38
"kilwa_kikole_kisangi","kilwa_kikole",83,2016,5,13
"kilwa_kikole_migeregere","kilwa_kikole",83,2016,5,2
"kilwa_kikole_ruhatwe","kilwa_kikole",83,2016,5,7
"kilwa_kinjumbi_kinjumbi","kilwa_kinjumbi",83,2016,5,18
"kilwa_kinjumbi_marendego","kilwa_kinjumbi",83,2016,5,47
"kilwa_kinjumbi_miumbu","kilwa_kinjumbi",83,2016,5,11
"kilwa_kinjumbi_mtyalambu","kilwa_kinjumbi",83,2016,5,23
"kilwa_kinjumbi_pungutini","kilwa_kinjumbi",83,2016,5,15
"kilwa_kinjumbi_somangasimu","kilwa_kinjumbi",83,2016,5,95
"kilwa_kipatimu_darajani","kilwa_kipatimu",83,2016,5,18
"kilwa_kipatimu_kipatimu","kilwa_kipatimu",83,2016,5,83
"kilwa_kipatimu_mkarango","kilwa_kipatimu",83,2016,5,10
"kilwa_kipatimu_mtondokimwaga","kilwa_kipatimu",83,2016,5,27
"kilwa_kipatimu_nandembo","kilwa_kipatimu",83,2016,5,45
"kilwa_kipatimu_nandete","kilwa_kipatimu",83,2016,5,42
"kilwa_kiranjeranje_kiranjeranje","kilwa_kiranjeranje",83,2016,5,251
"kilwa_kiranjeranje_kiswele","kilwa_kiranjeranje",83,2016,5,36
"kilwa_kiranjeranje_makangaga","kilwa_kiranjeranje",83,2016,5,72
"kilwa_kiranjeranje_mbwemkuru","kilwa_kiranjeranje",83,2016,5,175
"kilwa_kiranjeranje_mirumba","kilwa_kiranjeranje",83,2016,5,50
"kilwa_kiranjeranje_mtandi","kilwa_kiranjeranje",83,2016,5,25
"kilwa_kivinjesingino_magengeni","kilwa_kivinjesingino",83,2016,5,12
"kilwa_kivinjesingino_matandu","kilwa_kivinjesingino",83,2016,5,70
"kilwa_kivinjesingino_mgongeni","kilwa_kivinjesingino",83,2016,5,11
"kilwa_kivinjesingino_nangurukuru","kilwa_kivinjesingino",83,2016,5,34
"kilwa_kivinjesingino_singino","kilwa_kivinjesingino",83,2016,5,107
"kilwa_lihimalyao_kisongo","kilwa_lihimalyao",83,2016,5,15
"kilwa_lihimalyao_lihimalyaokaskazini","kilwa_lihimalyao",83,2016,5,1
"kilwa_lihimalyao_lihmalyokusini","kilwa_lihimalyao",83,2016,5,7
"kilwa_lihimalyao_namakongo","kilwa_lihimalyao",83,2016,5,28
"kilwa_lihimalyao_rushungi","kilwa_lihimalyao",83,2016,5,32
"kilwa_lihimalyao_ruyaya","kilwa_lihimalyao",83,2016,5,1
"kilwa_mandawa_hotelitatu","kilwa_mandawa",83,2016,5,19
"kilwa_mandawa_kiwawa","kilwa_mandawa",83,2016,5,29
"kilwa_mandawa_mandawa","kilwa_mandawa",83,2016,5,59
"kilwa_mandawa_mavuji","kilwa_mandawa",83,2016,5,84
"kilwa_mandawa_mchakama","kilwa_mandawa",83,2016,5,13
"kilwa_mandawa_mkondaji","kilwa_mandawa",83,2016,5,36
"kilwa_masoko_kisangi","kilwa_masoko",83,2016,5,15
"kilwa_masoko_kisiwani","kilwa_masoko",83,2016,5,2
"kilwa_masoko_masoko","kilwa_masoko",83,2016,5,23
"kilwa_masoko_mkwanyule","kilwa_masoko",83,2016,5,10
"kilwa_masoko_mpara","kilwa_masoko",83,2016,5,6
"kilwa_miguruwe_miguruwe","kilwa_miguruwe",83,2016,5,10
"kilwa_miguruwe_mtepera","kilwa_miguruwe",83,2016,5,10
"kilwa_miguruwe_nakingombe","kilwa_miguruwe",83,2016,5,20
"kilwa_miguruwe_zingakibaoni","kilwa_miguruwe",83,2016,5,15
"kilwa_mingumbi_chapita","kilwa_mingumbi",83,2016,5,6
"kilwa_mingumbi_kililima","kilwa_mingumbi",83,2016,5,23
"kilwa_mingumbi_mingumbi","kilwa_mingumbi",83,2016,5,31
"kilwa_mingumbi_nambondo","kilwa_mingumbi",83,2016,5,7
"kilwa_mingumbi_nampunga","kilwa_mingumbi",83,2016,5,5
"kilwa_miteja_miteja","kilwa_miteja",83,2016,5,91
"kilwa_miteja_mtoni","kilwa_miteja",83,2016,5,5
"kilwa_miteja_mtukwao","kilwa_miteja",83,2016,5,36
"kilwa_miteja_tilawandu","kilwa_miteja",83,2016,5,17
"kilwa_mitole_mitole","kilwa_mitole",83,2016,5,25
"kilwa_mitole_ngea","kilwa_mitole",83,2016,5,9
"kilwa_nanjirinji_nakiu","kilwa_nanjirinji",83,2016,5,116
"kilwa_nanjirinji_nanjia","kilwa_nanjirinji",83,2016,5,18
"kilwa_nanjirinji_nanjirib","kilwa_nanjirinji",83,2016,5,30
"kilwa_njinjo_kipindimbi","kilwa_njinjo",83,2016,5,13
"kilwa_njinjo_kisimamkika","kilwa_njinjo",83,2016,5,14
"kilwa_njinjo_njinjo","kilwa_njinjo",83,2016,5,2
"kilwa_tingi_mtandango","kilwa_tingi",83,2016,5,80
"kilwa_tingi_njianne","kilwa_tingi",83,2016,5,28
"kilwa_tingi_tingi","kilwa_tingi",83,2016,5,50
"lindirural_chiponda_chiodyaa","lindirural_chiponda",83,2016,5,19
"lindirural_chiponda_chiponda","lindirural_chiponda",83,2016,5,24
"lindirural_chiponda_mwangu","lindirural_chiponda",83,2016,5,15
"lindirural_chiponda_namihanga","lindirural_chiponda",83,2016,5,7
"lindirural_chiponda_ntauna","lindirural_chiponda",83,2016,5,23
"lindirural_kilangala_kilangalaa","lindirural_kilangala",83,2016,5,3
"lindirural_kilangala_kilangalab","lindirural_kilangala",83,2016,5,16
"lindirural_kilangala_mnimbila","lindirural_kilangala",83,2016,5,12
"lindirural_kilangala_mtumbikile","lindirural_kilangala",83,2016,5,9
"lindirural_kilolambwani_dimba","lindirural_kilolambwani",83,2016,5,19
"lindirural_kilolambwani_kijiweni","lindirural_kilolambwani",83,2016,5,16
"lindirural_kilolambwani_kilolambwani","lindirural_kilolambwani",83,2016,5,10
"lindirural_kilolambwani_mnangole","lindirural_kilolambwani",83,2016,5,3
"lindirural_kilolambwani_mvulenia","lindirural_kilolambwani",83,2016,5,5
"lindirural_kilolambwani_mvulenib","lindirural_kilolambwani",83,2016,5,9
"lindirural_kitomanga_kitomanga","lindirural_kitomanga",83,2016,5,47
"lindirural_kitomanga_mkwajuni","lindirural_kitomanga",83,2016,5,59
"lindirural_kiwalala_mahumbika","lindirural_kiwalala",83,2016,5,17
"lindirural_kiwalala_mpembe","lindirural_kiwalala",83,2016,5,14
"lindirural_kiwalala_ruo","lindirural_kiwalala",83,2016,5,5
"lindirural_kiwawa_kiwawa","lindirural_kiwawa",83,2016,5,23
"lindirural_kiwawa_mputwa","lindirural_kiwawa",83,2016,5,14
"lindirural_longa_narwadi","lindirural_longa",83,2016,5,5
"lindirural_longa_tulieni","lindirural_longa",83,2016,5,24
"lindirural_majengo_majengoa","lindirural_majengo",83,2016,5,5
"lindirural_majengo_majengob","lindirural_majengo",83,2016,5,4
"lindirural_majengo_masasi","lindirural_majengo",83,2016,5,4
"lindirural_majengo_mbalala","lindirural_majengo",83,2016,5,24
"lindirural_majengo_mkwajuni","lindirural_majengo",83,2016,5,11
"lindirural_majengo_nangaka","lindirural_majengo",83,2016,5,3
"lindirural_mandwanga_chiuta","lindirural_mandwanga",83,2016,5,14
"lindirural_mandwanga_lindwandwali","lindirural_mandwanga",83,2016,5,14
"lindirural_mandwanga_malungo","lindirural_mandwanga",83,2016,5,3
"lindirural_mandwanga_mandwanga","lindirural_mandwanga",83,2016,5,4
"lindirural_mandwanga_mikongi","lindirural_mandwanga",83,2016,5,5
"lindirural_mandwanga_milamba","lindirural_mandwanga",83,2016,5,1
"lindirural_mandwanga_nambahu","lindirural_mandwanga",83,2016,5,3
"lindirural_mandwanga_nyundoi","lindirural_mandwanga",83,2016,5,5
"lindirural_matimba_kikomolela","lindirural_matimba",83,2016,5,25
"lindirural_matimba_komolo","lindirural_matimba",83,2016,5,10
"lindirural_matimba_likwaya","lindirural_matimba",83,2016,5,13
"lindirural_matimba_matimba","lindirural_matimba",83,2016,5,10
"lindirural_matimba_moka","lindirural_matimba",83,2016,5,4
"lindirural_mchinga_mchingaii","lindirural_mchinga",83,2016,5,32
"lindirural_milola_legezamwendo","lindirural_milola",83,2016,5,7
"lindirural_milola_milolaa","lindirural_milola",83,2016,5,10
"lindirural_milola_milolab","lindirural_milola",83,2016,5,15
"lindirural_milola_milolamagharibi","lindirural_milola",83,2016,5,12
"lindirural_milola_mkangaulani","lindirural_milola",83,2016,5,14
"lindirural_milola_namtamba","lindirural_milola",83,2016,5,9
"lindirural_milola_ruchemi","lindirural_milola",83,2016,5,18
"lindirural_mipingo_lihimilo","lindirural_mipingo",83,2016,5,9
"lindirural_mipingo_matapwa","lindirural_mipingo",83,2016,5,11
"lindirural_mipingo_mipingo","lindirural_mipingo",83,2016,5,12
"lindirural_mipingo_mnyangara","lindirural_mipingo",83,2016,5,15
"lindirural_mipingo_namkongo","lindirural_mipingo",83,2016,5,23
"lindirural_mnara_chikombe","lindirural_mnara",83,2016,5,8
"lindirural_mnara_liganga","lindirural_mnara",83,2016,5,28
"lindirural_mnara_mkangaii","lindirural_mnara",83,2016,5,12
"lindirural_mnara_mnara","lindirural_mnara",83,2016,5,22
"lindirural_mnara_mtakuja","lindirural_mnara",83,2016,5,10
"lindirural_mnara_ntene","lindirural_mnara",83,2016,5,11
"lindirural_mnara_nteneb","lindirural_mnara",83,2016,5,8
"lindirural_mnolela_mbuta","lindirural_mnolela",83,2016,5,11
"lindirural_mnolela_mnolela","lindirural_mnolela",83,2016,5,8
"lindirural_mnolela_namunda","lindirural_mnolela",83,2016,5,12
"lindirural_mnolela_ruhokwe","lindirural_mnolela",83,2016,5,9
"lindirural_mnolela_simana","lindirural_mnolela",83,2016,5,30
"lindirural_mnolela_zingatia","lindirural_mnolela",83,2016,5,1
"lindirural_mtama_makonde","lindirural_mtama",83,2016,5,15
"lindirural_mtama_mihogoni","lindirural_mtama",83,2016,5,12
"lindirural_mtama_mpenda","lindirural_mtama",83,2016,5,2
"lindirural_mtama_mvuleni","lindirural_mtama",83,2016,5,4
"lindirural_mtua_kilimahewaa","lindirural_mtua",83,2016,5,19
"lindirural_mtua_kilimahewab","lindirural_mtua",83,2016,5,5
"lindirural_mtumbya_kilimanjaro","lindirural_mtumbya",83,2016,5,12
"lindirural_mtumbya_mtumbya","lindirural_mtumbya",83,2016,5,24
"lindirural_nachunyu_mmumbu","lindirural_nachunyu",83,2016,5,2
"lindirural_nachunyu_nachunyu","lindirural_nachunyu",83,2016,5,65
"lindirural_nahukahuka_linoha","lindirural_nahukahuka",83,2016,5,5
"lindirural_nahukahuka_lipome","lindirural_nahukahuka",83,2016,5,4
"lindirural_nahukahuka_mbawala","lindirural_nahukahuka",83,2016,5,9
"lindirural_nahukahuka_nahukahuka","lindirural_nahukahuka",83,2016,5,25
