"DWV","DW","round","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"masasitownshipauthority_sululu_mkarakate","masasitownshipauthority_sululu",5,3,1,83,2016,16
"masasitownshipauthority_sululu_sululu","masasitownshipauthority_sululu",4,14,26,69,2015,56
"masasitownshipauthority_sululu_sululu","masasitownshipauthority_sululu",5,3,3,83,2016,15
"masasitownshipauthority_temeke_mkarango","masasitownshipauthority_temeke",3,2,2,NA,NA,NA
"masasitownshipauthority_temeke_temeke","masasitownshipauthority_temeke",4,8,20,69,2015,75
"masasitownshipauthority_temeke_temeke","masasitownshipauthority_temeke",5,4,0,83,2016,10
"mtwararural_chawi_arusha","mtwararural_chawi",3,2,4,54,2014,4
"mtwararural_chawi_arusha","mtwararural_chawi",4,3,0,68,2015,4
"mtwararural_chawi_chawi","mtwararural_chawi",3,0,2,54,2014,2
"mtwararural_chawi_chawi","mtwararural_chawi",4,4,1,NA,NA,NA
"mtwararural_chawi_chawi","mtwararural_chawi",5,0,0,NA,NA,NA
"mtwararural_chawi_mkomo","mtwararural_chawi",3,2,3,54,2014,3
"mtwararural_chawi_navikole","mtwararural_chawi",3,0,2,54,2014,2
"mtwararural_chawi_ngonja","mtwararural_chawi",3,2,3,54,2014,7
"mtwararural_chawi_ngorongoro","mtwararural_chawi",3,2,1,54,2014,3
"mtwararural_dihimba_dihimba","mtwararural_dihimba",5,1,0,83,2016,10
"mtwararural_dihimba_manamawa","mtwararural_dihimba",5,6,0,83,2016,8
"mtwararural_dihimba_mpondomo","mtwararural_dihimba",5,0,0,NA,NA,NA
"mtwararural_dihimba_namanjele","mtwararural_dihimba",5,1,0,83,2016,1
"mtwararural_dihimba_njumbuli","mtwararural_dihimba",5,6,1,83,2016,11
"mtwararural_kiromba_kiromba","mtwararural_kiromba",3,3,1,54,2014,10
"mtwararural_kiromba_mikumbi","mtwararural_kiromba",3,0,0,NA,NA,NA
"mtwararural_kiromba_misufini","mtwararural_kiromba",3,0,0,54,2014,2
"mtwararural_kiromba_nachuma","mtwararural_kiromba",3,0,0,NA,NA,NA
"mtwararural_kiromba_nachuma","mtwararural_kiromba",5,1,0,83,2016,1
"mtwararural_kitaya_dindwa","mtwararural_kitaya",3,0,1,NA,NA,NA
"mtwararural_kitaya_dindwa","mtwararural_kitaya",4,0,0,NA,NA,NA
"mtwararural_kitaya_kihamba","mtwararural_kitaya",3,0,6,54,2014,6
"mtwararural_kitaya_kihamba","mtwararural_kitaya",4,0,1,NA,NA,NA
"mtwararural_kitaya_kitaya","mtwararural_kitaya",3,7,2,54,2014,9
"mtwararural_kitaya_kitaya","mtwararural_kitaya",4,2,0,68,2015,8
"mtwararural_kitaya_kitaya","mtwararural_kitaya",5,0,0,83,2016,5
"mtwararural_kitaya_mayembechini","mtwararural_kitaya",3,0,4,NA,NA,NA
"mtwararural_kitaya_mayembejuu","mtwararural_kitaya",3,5,2,54,2014,15
"mtwararural_kitaya_mchanje","mtwararural_kitaya",3,3,1,54,2014,3
"mtwararural_kitere_chekeleni","mtwararural_kitere",3,2,5,54,2014,5
"mtwararural_kitere_chemchem","mtwararural_kitere",3,0,1,54,2014,11
"mtwararural_kitere_chemchem","mtwararural_kitere",4,5,6,68,2015,5
"mtwararural_kitere_lilido","mtwararural_kitere",3,1,0,54,2014,14
"mtwararural_kitere_lilido","mtwararural_kitere",4,3,0,68,2015,4
"mtwararural_kitere_mkonye","mtwararural_kitere",3,0,2,54,2014,2
"mtwararural_kitere_nakada","mtwararural_kitere",3,3,3,54,2014,7
"mtwararural_kitere_nakada","mtwararural_kitere",4,0,0,68,2015,10
"mtwararural_kitere_nakada","mtwararural_kitere",5,3,0,83,2016,3
"mtwararural_kitere_namuhi","mtwararural_kitere",3,8,15,54,2014,16
"mtwararural_kitere_namuhi","mtwararural_kitere",4,5,2,68,2015,5
"mtwararural_kiyanga_mkahara","mtwararural_kiyanga",3,0,0,54,2014,2
"mtwararural_kiyanga_mnongodi","mtwararural_kiyanga",3,1,2,NA,NA,NA
"mtwararural_kiyanga_mpanyani","mtwararural_kiyanga",3,0,0,NA,NA,NA
"mtwararural_libobe_libobea","mtwararural_libobe",4,5,0,NA,NA,NA
"mtwararural_libobe_libobea","mtwararural_libobe",5,3,3,83,2016,7
"mtwararural_libobe_libobeb","mtwararural_libobe",3,0,1,54,2014,5
"mtwararural_libobe_libobeb","mtwararural_libobe",4,9,6,68,2015,14
"mtwararural_libobe_mingwena","mtwararural_libobe",3,2,4,54,2014,1
"mtwararural_libobe_mingwena","mtwararural_libobe",4,5,0,68,2015,2
"mtwararural_libobe_unguja","mtwararural_libobe",3,1,5,54,2014,8
"mtwararural_libobe_unguja","mtwararural_libobe",4,0,0,NA,NA,NA
"mtwararural_madimba_litembe","mtwararural_madimba",3,1,3,54,2014,4
"mtwararural_madimba_litembe","mtwararural_madimba",5,1,0,83,2016,6
"mtwararural_madimba_madimba","mtwararural_madimba",5,0,0,83,2016,3
"mtwararural_madimba_mitambo","mtwararural_madimba",5,0,0,83,2016,3
"mtwararural_madimba_mngoji","mtwararural_madimba",5,0,0,83,2016,4
"mtwararural_madimba_msimbati","mtwararural_madimba",4,0,0,68,2015,2
"mtwararural_madimba_msimbati","mtwararural_madimba",5,0,0,83,2016,4
"mtwararural_madimba_mtandi","mtwararural_madimba",4,0,0,68,2015,1
"mtwararural_madimba_mtandi","mtwararural_madimba",5,0,0,83,2016,2
"mtwararural_madimba_mtendachi","mtwararural_madimba",3,0,0,54,2014,1
"mtwararural_madimba_mtendachi","mtwararural_madimba",5,0,0,83,2016,13
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",3,5,4,54,2014,12
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",4,0,3,68,2015,1
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",5,3,1,83,2016,7
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",3,2,5,54,2014,7
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",4,5,0,68,2015,7
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",5,0,0,NA,NA,NA
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",3,1,2,54,2014,6
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",4,2,2,68,2015,4
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",5,0,0,83,2016,7
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",3,6,1,54,2014,9
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",4,3,0,68,2015,6
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",5,0,0,83,2016,13
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",3,9,3,54,2014,14
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",4,7,1,68,2015,11
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",5,3,0,83,2016,17
"mtwararural_mayanga_hiyari","mtwararural_mayanga",5,0,0,NA,NA,NA
"mtwararural_mayanga_kawawa","mtwararural_mayanga",5,0,0,NA,NA,NA
"mtwararural_mayanga_likonde","mtwararural_mayanga",5,9,3,83,2016,36
"mtwararural_mayanga_mkunwa","mtwararural_mayanga",5,2,1,83,2016,8
"mtwararural_mayanga_msijute","mtwararural_mayanga",3,0,1,54,2014,8
"mtwararural_mayanga_msijute","mtwararural_mayanga",5,4,2,83,2016,20
"mtwararural_mayanga_nanyati","mtwararural_mayanga",5,1,0,83,2016,3
"mtwararural_mbawala_mailikumi","mtwararural_mbawala",5,4,2,83,2016,16
"mtwararural_mbawala_makome","mtwararural_mbawala",4,3,0,68,2015,20
"mtwararural_mbawala_makome","mtwararural_mbawala",5,4,1,83,2016,30
"mtwararural_mbawala_mbawala","mtwararural_mbawala",4,2,0,68,2015,6
"mtwararural_mbawala_mbawala","mtwararural_mbawala",5,0,2,83,2016,3
"mtwararural_mbawala_mduwi","mtwararural_mbawala",5,0,1,83,2016,3
"mtwararural_mbawala_mihembe","mtwararural_mbawala",5,2,1,83,2016,9
"mtwararural_mbawala_mwindi","mtwararural_mbawala",4,1,2,NA,NA,NA
"mtwararural_mbawala_mwindi","mtwararural_mbawala",5,4,2,83,2016,11
"mtwararural_mbawala_nachenjele","mtwararural_mbawala",5,3,1,83,2016,11
"mtwararural_mbembaleo_mbembaleo","mtwararural_mbembaleo",3,14,3,54,2014,7
"mtwararural_mbembaleo_mbembaleo","mtwararural_mbembaleo",4,0,0,68,2015,6
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",3,2,1,54,2014,4
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",4,6,0,68,2015,2
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",5,0,0,NA,NA,NA
"mtwararural_mbembaleo_mwanganga","mtwararural_mbembaleo",3,4,6,54,2014,7
"mtwararural_mbembaleo_mwanganga","mtwararural_mbembaleo",4,9,0,68,2015,10
"mtwararural_milangominne_milangominne","mtwararural_milangominne",3,1,0,54,2014,1
"mtwararural_milangominne_mkumbwanana","mtwararural_milangominne",3,3,4,54,2014,6
"mtwararural_milangominne_mnyawibarabarani","mtwararural_milangominne",3,1,3,54,2014,4
"mtwararural_milangominne_mnyawisokonii","mtwararural_milangominne",3,0,0,NA,NA,NA
"mtwararural_mnima_lipwidi","mtwararural_mnima",4,10,2,68,2015,24
"mtwararural_mnima_mangopachanne","mtwararural_mnima",3,0,2,54,2014,5
"mtwararural_mnima_mangopachanne","mtwararural_mnima",4,10,5,68,2015,16
"mtwararural_mnima_mnima","mtwararural_mnima",5,0,0,83,2016,8
"mtwararural_mnima_mtama","mtwararural_mnima",3,2,4,54,2014,4
"mtwararural_mnima_mtama","mtwararural_mnima",4,5,1,68,2015,9
"mtwararural_mnima_namahukula","mtwararural_mnima",3,0,5,54,2014,10
"mtwararural_mnima_namahukula","mtwararural_mnima",4,7,2,68,2015,21
"mtwararural_mnima_namahukula","mtwararural_mnima",5,3,1,83,2016,9
"mtwararural_mnima_namambi","mtwararural_mnima",4,0,0,NA,NA,NA
"mtwararural_mpapura_mpapura","mtwararural_mpapura",3,2,4,54,2014,11
"mtwararural_mpapura_nanyani","mtwararural_mpapura",3,0,0,54,2014,1
"mtwararural_mpapura_utende","mtwararural_mpapura",4,14,5,68,2015,19
"mtwararural_mpapura_utende","mtwararural_mpapura",5,0,0,83,2016,21
"mtwararural_msangamkuu_mkubiru","mtwararural_msangamkuu",4,0,0,NA,NA,NA
"mtwararural_msangamkuu_mkubiru","mtwararural_msangamkuu",5,0,0,83,2016,1
"mtwararural_msangamkuu_mnete","mtwararural_msangamkuu",4,2,0,68,2015,2
"mtwararural_msangamkuu_mnete","mtwararural_msangamkuu",5,0,0,NA,NA,NA
"mtwararural_msangamkuu_msangamkuu","mtwararural_msangamkuu",4,1,1,68,2015,3
"mtwararural_msangamkuu_msangamkuu","mtwararural_msangamkuu",5,0,0,NA,NA,NA
"mtwararural_msangamkuu_nalingu","mtwararural_msangamkuu",3,0,0,NA,NA,NA
"mtwararural_msangamkuu_nalingu","mtwararural_msangamkuu",5,0,0,NA,NA,NA
"mtwararural_msangamkuu_namela","mtwararural_msangamkuu",4,0,2,68,2015,6
"mtwararural_msangamkuu_sinde","mtwararural_msangamkuu",4,0,0,68,2015,3
"mtwararural_msangamkuu_sinde","mtwararural_msangamkuu",5,0,0,NA,NA,NA
"mtwararural_mtimbwilimbwi_mbambakofi","mtwararural_mtimbwilimbwi",4,5,0,68,2015,3
"mtwararural_mtimbwilimbwi_mtimbwilimbwi","mtwararural_mtimbwilimbwi",3,0,2,NA,NA,NA
"mtwararural_mtimbwilimbwi_mtimbwilimbwi","mtwararural_mtimbwilimbwi",4,6,0,68,2015,4
"mtwararural_mtimbwilimbwi_mtopwa","mtwararural_mtimbwilimbwi",4,2,0,68,2015,2
"mtwararural_mtimbwilimbwi_namisangi","mtwararural_mtimbwilimbwi",4,1,1,NA,NA,NA
"mtwararural_mtimbwilimbwi_nanjedya","mtwararural_mtimbwilimbwi",3,2,4,54,2014,7
"mtwararural_mtimbwilimbwi_nanjedya","mtwararural_mtimbwilimbwi",4,8,0,68,2015,7
"mtwararural_mtimbwilimbwi_shaba","mtwararural_mtimbwilimbwi",3,1,8,54,2014,13
"mtwararural_mtimbwilimbwi_shaba","mtwararural_mtimbwilimbwi",4,8,0,68,2015,23
"mtwararural_mtiniko_malamba","mtwararural_mtiniko",3,3,7,54,2014,12
"mtwararural_mtiniko_malamba","mtwararural_mtiniko",5,0,0,83,2016,7
"mtwararural_mtiniko_mtiniko","mtwararural_mtiniko",3,0,0,NA,NA,NA
"mtwararural_mtiniko_tulia","mtwararural_mtiniko",3,2,2,54,2014,4
"mtwararural_muungano_lyowa","mtwararural_muungano",3,0,2,54,2014,2
"mtwararural_muungano_lyowa","mtwararural_muungano",5,4,0,83,2016,6
"mtwararural_muungano_mkwajuni","mtwararural_muungano",5,0,0,NA,NA,NA
"mtwararural_muungano_mkwajunichini","mtwararural_muungano",5,0,0,NA,NA,NA
"mtwararural_muungano_mwembetogwa","mtwararural_muungano",5,0,0,83,2016,1
"mtwararural_namtumbuka_kilimahewa","mtwararural_namtumbuka",3,6,10,54,2014,17
"mtwararural_namtumbuka_kiwengulo","mtwararural_namtumbuka",3,2,2,54,2014,14
"mtwararural_namtumbuka_namtumbukashuleni","mtwararural_namtumbuka",3,3,8,54,2014,11
"mtwararural_namtumbuka_namtumbukasokoni","mtwararural_namtumbuka",3,5,13,54,2014,23
"mtwararural_nanguruwe_namanyakatabarabara","mtwararural_nanguruwe",4,2,0,68,2015,4
"mtwararural_nanguruwe_namanyakatabarabara","mtwararural_nanguruwe",5,2,0,83,2016,6
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",3,0,0,NA,NA,NA
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",4,0,2,68,2015,10
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",5,0,1,NA,NA,NA
"mtwararural_nanguruwe_nanguruwe","mtwararural_nanguruwe",3,2,3,54,2014,9
"mtwararural_nanguruwe_nanguruwe","mtwararural_nanguruwe",4,2,2,68,2015,22
"mtwararural_nanguruwe_ngorongoro","mtwararural_nanguruwe",3,0,0,54,2014,1
"mtwararural_nanguruwe_ngorongoro","mtwararural_nanguruwe",5,0,2,NA,NA,NA
"mtwararural_nanyamba_dinyecha","mtwararural_nanyamba",5,0,0,NA,NA,NA
"mtwararural_nanyamba_nanyamba","mtwararural_nanyamba",3,0,1,54,2014,4
"mtwararural_naumbu_imekuwa","mtwararural_naumbu",3,0,2,54,2014,18
"mtwararural_naumbu_imekuwa","mtwararural_naumbu",5,0,1,83,2016,26
"mtwararural_naumbu_kisiwa","mtwararural_naumbu",3,0,9,54,2014,16
"mtwararural_naumbu_kisiwa","mtwararural_naumbu",5,6,1,NA,NA,NA
"mtwararural_naumbu_majengo","mtwararural_naumbu",5,0,0,83,2016,7
"mtwararural_naumbu_mgao","mtwararural_naumbu",5,0,0,NA,NA,NA
"mtwararural_naumbu_namgogoli","mtwararural_naumbu",3,2,11,54,2014,8
"mtwararural_naumbu_namgogoli","mtwararural_naumbu",5,3,1,83,2016,23
"mtwararural_naumbu_naumbu","mtwararural_naumbu",5,0,0,NA,NA,NA
"mtwararural_naumbu_naumbukusini","mtwararural_naumbu",3,0,0,54,2014,3
"mtwararural_naumbu_naumbukusini","mtwararural_naumbu",5,0,0,83,2016,7
"mtwararural_ndumbwe_changalawe","mtwararural_ndumbwe",4,5,2,68,2015,11
"mtwararural_ndumbwe_mbuo","mtwararural_ndumbwe",3,7,4,54,2014,8
"mtwararural_ndumbwe_mbuo","mtwararural_ndumbwe",4,16,3,68,2015,27
"mtwararural_ndumbwe_mwatehi","mtwararural_ndumbwe",4,5,2,68,2015,4
"mtwararural_ndumbwe_ndumbwe","mtwararural_ndumbwe",4,9,3,68,2015,15
"mtwararural_nitekela_kitamabondeni","mtwararural_nitekela",3,1,0,NA,NA,NA
"mtwararural_nitekela_maendeleo","mtwararural_nitekela",3,2,1,54,2014,1
"mtwararural_nitekela_migombani","mtwararural_nitekela",3,0,0,NA,NA,NA
"mtwararural_nitekela_nitekela","mtwararural_nitekela",3,4,3,54,2014,3
"mtwararural_nitekela_nitekela","mtwararural_nitekela",5,0,0,83,2016,1
"mtwararural_nitekela_niyumba","mtwararural_nitekela",3,1,1,54,2014,2
"mtwararural_nitekela_nyundo","mtwararural_nitekela",3,5,1,54,2014,7
"mtwararural_njengwa_chiwindi","mtwararural_njengwa",5,0,0,83,2016,5
"mtwararural_njengwa_majengo","mtwararural_njengwa",3,1,2,54,2014,11
"mtwararural_njengwa_majengo","mtwararural_njengwa",5,7,3,NA,NA,NA
"mtwararural_njengwa_nangawanga","mtwararural_njengwa",3,13,3,54,2014,14
"mtwararural_njengwa_narunga","mtwararural_njengwa",3,3,0,54,2014,1
"mtwararural_tangazo_kilambo","mtwararural_tangazo",3,3,3,54,2014,6
"mtwararural_tangazo_kilambo","mtwararural_tangazo",4,6,0,68,2015,13
"mtwararural_tangazo_kilambo","mtwararural_tangazo",5,0,0,83,2016,9
"mtwararural_tangazo_magomeni","mtwararural_tangazo",3,0,0,54,2014,2
"mtwararural_tangazo_magomeni","mtwararural_tangazo",4,1,4,NA,NA,NA
"mtwararural_tangazo_magomeni","mtwararural_tangazo",5,0,0,83,2016,1
"mtwararural_tangazo_mayaya","mtwararural_tangazo",3,2,7,54,2014,10
"mtwararural_tangazo_mayaya","mtwararural_tangazo",5,0,0,83,2016,8
"mtwararural_tangazo_mnaida","mtwararural_tangazo",3,1,6,54,2014,12
"mtwararural_tangazo_mnaida","mtwararural_tangazo",4,0,2,NA,NA,NA
"mtwararural_tangazo_mnaida","mtwararural_tangazo",5,0,0,83,2016,1
"mtwararural_tangazo_tangazo","mtwararural_tangazo",3,3,5,54,2014,10
"mtwararural_tangazo_tangazo","mtwararural_tangazo",4,3,0,68,2015,9
"mtwararural_tangazo_tangazo","mtwararural_tangazo",5,0,0,83,2016,11
"mtwararural_ziwani_dingwida","mtwararural_ziwani",3,0,2,54,2014,3
"mtwararural_ziwani_dingwida","mtwararural_ziwani",5,3,1,83,2016,9
"mtwararural_ziwani_majengo","mtwararural_ziwani",3,5,8,54,2014,23
"mtwararural_ziwani_majengo","mtwararural_ziwani",5,3,0,83,2016,30
"mtwararural_ziwani_minyembe","mtwararural_ziwani",5,2,0,83,2016,7
"mtwararural_ziwani_mnawene","mtwararural_ziwani",4,0,0,NA,NA,NA
"mtwararural_ziwani_mnawene","mtwararural_ziwani",5,0,1,NA,NA,NA
"mtwararural_ziwani_moma","mtwararural_ziwani",5,0,2,NA,NA,NA
"mtwararural_ziwani_msakala","mtwararural_ziwani",5,0,0,83,2016,3
"mtwararural_ziwani_nambeleketela","mtwararural_ziwani",5,0,1,NA,NA,NA
"mtwaraurban_chikongola_mmingano","mtwaraurban_chikongola",5,0,2,NA,NA,NA
"mtwaraurban_chikongola_ofisikuu","mtwaraurban_chikongola",4,2,2,NA,NA,NA
"mtwaraurban_chikongola_sabasaba","mtwaraurban_chikongola",5,0,2,NA,NA,NA
"mtwaraurban_chikongola_tandika","mtwaraurban_chikongola",4,2,0,NA,NA,NA
"mtwaraurban_chuno_ligulaa","mtwaraurban_chuno",5,9,3,83,2016,46
"mtwaraurban_jangwani_mchangani","mtwaraurban_jangwani",4,2,0,NA,NA,NA
"mtwaraurban_jangwani_mtangashari","mtwaraurban_jangwani",5,1,0,NA,NA,NA
"mtwaraurban_jangwani_rwelu","mtwaraurban_jangwani",4,0,3,70,2015,9
"mtwaraurban_kisungule_kisunguleb","mtwaraurban_kisungule",5,0,0,NA,NA,NA
"mtwaraurban_kisungule_kisungulec","mtwaraurban_kisungule",5,0,2,NA,NA,NA
"mtwaraurban_likombe_lilungu","mtwaraurban_likombe",5,5,3,83,2016,4
"mtwaraurban_likombe_mangamba","mtwaraurban_likombe",5,4,4,83,2016,23
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",4,7,9,70,2015,29
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",5,2,2,83,2016,32
"mtwaraurban_magengeni_boma","mtwaraurban_magengeni",5,0,0,NA,NA,NA
"mtwaraurban_magengeni_magengeni","mtwaraurban_magengeni",4,4,5,NA,NA,NA
"mtwaraurban_majengo_gezaulole","mtwaraurban_majengo",5,0,0,NA,NA,NA
"mtwaraurban_mitengo_mnazimmoja","mtwaraurban_mitengo",5,7,4,83,2016,20
"mtwaraurban_mtonya_mtonyaa","mtwaraurban_mtonya",3,0,2,57,2014,19
"mtwaraurban_mtonya_mtonyaa","mtwaraurban_mtonya",5,0,0,NA,NA,NA
"mtwaraurban_naliendele_mkangala","mtwaraurban_naliendele",5,5,4,83,2016,8
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",4,2,7,70,2015,17
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",5,2,5,83,2016,61
"mtwaraurban_rahaleo_rahaleochini","mtwaraurban_rahaleo",4,3,0,NA,NA,NA
"mtwaraurban_rahaleo_rahaleochini","mtwaraurban_rahaleo",5,0,0,NA,NA,NA
"mtwaraurban_railway_railwaya","mtwaraurban_railway",4,4,5,70,2015,2
"mtwaraurban_railway_railwaya","mtwaraurban_railway",5,2,1,83,2016,3
"mtwaraurban_railway_railwayb","mtwaraurban_railway",4,0,0,70,2015,3
"mtwaraurban_shangani_kiyangua","mtwaraurban_shangani",5,8,4,83,2016,17
"mtwaraurban_shangani_shanganieast","mtwaraurban_shangani",4,5,8,70,2015,35
"mtwaraurban_shangani_shanganiwest","mtwaraurban_shangani",4,4,6,70,2015,57
"mtwaraurban_shangani_shanganiwest","mtwaraurban_shangani",5,10,3,83,2016,39
"mtwaraurban_shangani_ttcufundi","mtwaraurban_shangani",5,3,2,83,2016,7
"mtwaraurban_ufukoni_magomenia","mtwaraurban_ufukoni",4,2,4,70,2015,2
"mtwaraurban_ufukoni_magomenib","mtwaraurban_ufukoni",4,5,2,NA,NA,NA
"mtwaraurban_ufukoni_matopeni","mtwaraurban_ufukoni",5,4,3,83,2016,4
"mtwaraurban_ufukoni_ufukonistendi","mtwaraurban_ufukoni",5,8,7,83,2016,73
"mtwaraurban_vigaeni_kisutua","mtwaraurban_vigaeni",5,1,0,NA,NA,NA
"mtwaraurban_vigaeni_mabatinia","mtwaraurban_vigaeni",5,0,0,NA,NA,NA
"mtwaraurban_vigaeni_mabatinib","mtwaraurban_vigaeni",5,0,0,NA,NA,NA
"nachingwea_chiola_chingunduli","nachingwea_chiola",3,9,5,54,2014,15
"nachingwea_chiola_chingunduli","nachingwea_chiola",4,9,3,69,2015,17
"nachingwea_chiola_chingunduli","nachingwea_chiola",5,3,3,83,2016,17
"nachingwea_chiola_chiola","nachingwea_chiola",3,9,6,54,2014,30
"nachingwea_chiola_chiola","nachingwea_chiola",4,8,5,69,2015,24
"nachingwea_chiola_chiola","nachingwea_chiola",5,4,2,83,2016,26
"nachingwea_chiola_mtimbo","nachingwea_chiola",3,55,19,54,2014,30
"nachingwea_chiola_mtimbo","nachingwea_chiola",5,3,1,83,2016,18
"nachingwea_chiola_namauni","nachingwea_chiola",3,12,4,54,2014,10
"nachingwea_chiola_namauni","nachingwea_chiola",4,8,0,69,2015,27
"nachingwea_chiola_namauni","nachingwea_chiola",5,3,4,83,2016,27
"nachingwea_kiegei_kiegeia","nachingwea_kiegei",3,7,0,54,2014,11
"nachingwea_kiegei_kiegeia","nachingwea_kiegei",4,8,3,69,2015,17
"nachingwea_kiegei_kiegeib","nachingwea_kiegei",3,8,1,54,2014,6
"nachingwea_kiegei_kiegeib","nachingwea_kiegei",4,11,5,69,2015,15
"nachingwea_kilimanihewa_kilimanihewa","nachingwea_kilimanihewa",3,25,9,54,2014,29
"nachingwea_kilimanihewa_kilimanihewa","nachingwea_kilimanihewa",5,6,2,83,2016,33
"nachingwea_kilimanihewa_mazoezi","nachingwea_kilimanihewa",3,7,1,54,2014,20
"nachingwea_kilimanihewa_mazoezi","nachingwea_kilimanihewa",4,11,5,69,2015,17
"nachingwea_kilimanihewa_mazoezi","nachingwea_kilimanihewa",5,15,4,83,2016,29
"nachingwea_kilimanihewa_mtepeche","nachingwea_kilimanihewa",3,23,8,54,2014,17
"nachingwea_kilimanihewa_mtepeche","nachingwea_kilimanihewa",4,9,0,69,2015,14
"nachingwea_kilimanihewa_mtepeche","nachingwea_kilimanihewa",5,4,7,83,2016,5
"nachingwea_kilimanihewa_nampemba","nachingwea_kilimanihewa",3,19,6,54,2014,30
"nachingwea_kilimanihewa_nampemba","nachingwea_kilimanihewa",4,8,0,69,2015,10
"nachingwea_kilimanihewa_nampemba","nachingwea_kilimanihewa",5,0,3,NA,NA,NA
"nachingwea_kilimarondo_kilimarondo","nachingwea_kilimarondo",3,9,2,54,2014,20
"nachingwea_kilimarondo_kilimarondo","nachingwea_kilimarondo",4,9,5,69,2015,16
"nachingwea_kilimarondo_namatunu","nachingwea_kilimarondo",3,8,2,54,2014,15
"nachingwea_kilimarondo_namatunu","nachingwea_kilimarondo",4,11,2,69,2015,14
"nachingwea_kilimarondo_nanjihi","nachingwea_kilimarondo",3,5,0,54,2014,4
"nachingwea_kilimarondo_nanjihi","nachingwea_kilimarondo",4,4,0,69,2015,6
"nachingwea_kilimarondo_nanjihi","nachingwea_kilimarondo",5,6,3,83,2016,7
"nachingwea_kiparamnero_kiparamnero","nachingwea_kiparamnero",3,31,4,54,2014,6
"nachingwea_kiparamnero_kiparamnero","nachingwea_kiparamnero",4,9,5,69,2015,14
"nachingwea_kiparamnero_mwandila","nachingwea_kiparamnero",3,25,5,54,2014,30
"nachingwea_kiparamnero_mwandila","nachingwea_kiparamnero",4,9,0,69,2015,13
"nachingwea_kiparamnero_nambalapala","nachingwea_kiparamnero",3,7,5,54,2014,11
"nachingwea_kiparamnero_nambalapala","nachingwea_kiparamnero",4,14,0,69,2015,15
"nachingwea_kiparamnero_nambalapala","nachingwea_kiparamnero",5,9,4,83,2016,17
"nachingwea_lionja_ilolo","nachingwea_lionja",3,6,1,54,2014,10
"nachingwea_lionja_ilolo","nachingwea_lionja",4,6,2,69,2015,7
"nachingwea_lionja_lionjaa","nachingwea_lionja",3,6,1,54,2014,32
"nachingwea_lionja_lionjaa","nachingwea_lionja",4,11,7,69,2015,45
"nachingwea_lionja_lionjab","nachingwea_lionja",3,23,1,54,2014,52
"nachingwea_lionja_lionjab","nachingwea_lionja",4,11,3,69,2015,36
"nachingwea_lionja_lipuyu","nachingwea_lionja",3,4,2,54,2014,16
"nachingwea_lionja_ngunichile","nachingwea_lionja",3,8,3,54,2014,20
"nachingwea_lionja_ngunichile","nachingwea_lionja",4,13,3,69,2015,20
"nachingwea_marambo_ikungu","nachingwea_marambo",3,11,2,54,2014,29
"nachingwea_marambo_ikungu","nachingwea_marambo",4,5,0,69,2015,7
"nachingwea_marambo_litula","nachingwea_marambo",3,12,1,54,2014,11
"nachingwea_marambo_litula","nachingwea_marambo",4,5,0,69,2015,6
"nachingwea_marambo_marambo","nachingwea_marambo",3,11,5,54,2014,54
"nachingwea_marambo_marambo","nachingwea_marambo",4,35,7,69,2015,107
"nachingwea_marambo_mituguru","nachingwea_marambo",3,14,3,54,2014,8
"nachingwea_marambo_mituguru","nachingwea_marambo",4,5,0,69,2015,8
"nachingwea_marambo_rupota","nachingwea_marambo",3,13,5,54,2014,14
"nachingwea_marambo_rupota","nachingwea_marambo",4,9,0,69,2015,12
"nachingwea_matekwe_majonanga","nachingwea_matekwe",3,7,2,54,2014,17
"nachingwea_matekwe_majonanga","nachingwea_matekwe",4,3,2,69,2015,4
"nachingwea_matekwe_matekwe","nachingwea_matekwe",3,23,4,54,2014,25
