"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"tandahimba_litehu_libobe","Litehu","Tandahimba","Mtwara",2016-11-02,1
"tandahimba_litehu_mmeda","Litehu","Tandahimba","Mtwara",2016-11-02,3
"tandahimba_luagala_kigamboni","Luagala","Tandahimba","Mtwara",2016-11-02,18
"tandahimba_lukokoda_mnazimmoja","Lukokoda","Tandahimba","Mtwara",2016-11-02,3
"tandahimba_lyenje_mwembemmoja","Lyenje","Tandahimba","Mtwara",2016-11-02,19
"tandahimba_maundo_namahonga","Maundo","Tandahimba","Mtwara",2016-11-02,5
"tandahimba_mchichira_pachani","Mchichira","Tandahimba","Mtwara",2016-11-02,41
"tandahimba_mdimbamnyoma_mnyoma","Mdimba Mnyoma","Tandahimba","Mtwara",2016-11-02,1
"tandahimba_mdumbwe_mfyatula","Mdumbwe","Tandahimba","Mtwara",2016-11-02,1
"tandahimba_michenjele_michenjele","Michenjele","Tandahimba","Mtwara",2016-11-02,13
"tandahimba_mkonjowano_chimbuko","Mkonjowano","Tandahimba","Mtwara",2016-11-02,2
"tandahimba_mkonjowano_mkonjowano","Mkonjowano","Tandahimba","Mtwara",2016-11-02,3
"tandahimba_mkundi_lipalwei","Mkundi","Tandahimba","Mtwara",2016-11-02,7
"tandahimba_mkundi_lipalweii","Mkundi","Tandahimba","Mtwara",2016-11-02,3
"tandahimba_mkwiti_kidoo","Mkwiti","Tandahimba","Mtwara",2016-11-02,3
"tandahimba_mnyawa_jangwani","Mnyawa","Tandahimba","Mtwara",2016-11-02,7
"tandahimba_mnyawa_mundamkulu","Mnyawa","Tandahimba","Mtwara",2016-11-02,1
"tandahimba_nambahu_mivanga","Nambahu","Tandahimba","Mtwara",2016-11-02,8
"tandahimba_namikupa_pemba","Namikupa","Tandahimba","Mtwara",2016-11-02,1
"tandahimba_nanhyanga_nanyangab","Nanhyanga","Tandahimba","Mtwara",2016-11-02,8
"tandahimba_naputa_namdwani","Naputa","Tandahimba","Mtwara",2016-11-02,1
"tandahimba_naputa_naputasokoni","Naputa","Tandahimba","Mtwara",2016-11-02,5
"tandahimba_ngunja_namindondichini","Ngunja","Tandahimba","Mtwara",2016-11-02,25
"tandahimba_tandahimba_tandahimba","Tandahimba","Tandahimba","Mtwara",2016-11-02,40
"lindiurban_chikonji_chikonji","Chikonji","Lindi Urban","Lindi",2016-11-03,22
"lindiurban_mbanja_kikwetu","Mbanja","Lindi Urban","Lindi",2016-11-03,10
"lindiurban_mtanda_mtandajuu","Mtanda","Lindi Urban","Lindi",2016-11-03,26
"lindiurban_ngapa_ngapangapa","Ng'apa","Lindi Urban","Lindi",2016-11-03,27
"nachingwea_lionja_ilolo","Lionja","Nachingwea","Lindi",2016-11-03,7
"nachingwea_lionja_lionjaa","Lionja","Nachingwea","Lindi",2016-11-03,25
"nachingwea_lionja_lionjab","Lionja","Nachingwea","Lindi",2016-11-03,60
"nachingwea_lionja_lipuyu","Lionja","Nachingwea","Lindi",2016-11-03,22
"nachingwea_lionja_ngunichile","Lionja","Nachingwea","Lindi",2016-11-03,1
"nachingwea_marambo_ikungu","Marambo","Nachingwea","Lindi",2016-11-03,7
"nachingwea_marambo_litula","Marambo","Nachingwea","Lindi",2016-11-03,6
"nachingwea_marambo_marambo","Marambo","Nachingwea","Lindi",2016-11-03,64
"nachingwea_marambo_mituguru","Marambo","Nachingwea","Lindi",2016-11-03,5
"nachingwea_marambo_rupota","Marambo","Nachingwea","Lindi",2016-11-03,14
"nachingwea_mtua_mtua","Mtua","Nachingwea","Lindi",2016-11-03,45
"nachingwea_mtua_nalengwe","Mtua","Nachingwea","Lindi",2016-11-03,17
"nachingwea_mtua_nammanga","Mtua","Nachingwea","Lindi",2016-11-03,21
"mtwararural_kitere_namuhi","Kitere","Mtwara Rural","Mtwara",2016-11-03,4
"mtwararural_mayanga_msijute","Mayanga","Mtwara Rural","Mtwara",2016-11-03,6
"mtwararural_mnima_lipwidi","Mnima","Mtwara Rural","Mtwara",2016-11-03,10
"mtwararural_njengwa_hinju","Njengwa","Mtwara Rural","Mtwara",2016-11-03,4
"mtwararural_tangazo_mnaida","Tangazo","Mtwara Rural","Mtwara",2016-11-03,1
"mtwaraurban_chikongola_muungano","Chikongola","Mtwara Urban","Mtwara",2016-11-03,2
"mtwaraurban_chuno_ligulaa","Chuno","Mtwara Urban","Mtwara",2016-11-03,40
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2016-11-03,3
"mtwaraurban_shangani_kiyangua","Shangani","Mtwara Urban","Mtwara",2016-11-03,17
"mtwaraurban_ufukoni_chipuputa","Ufukoni","Mtwara Urban","Mtwara",2016-11-03,7
"nanyumbu_lumesule_mchenjeuka","Lumesule","Nanyumbu","Mtwara",2016-11-03,20
"nanyumbu_mkonona_chilunda","Mkonona","Nanyumbu","Mtwara",2016-11-03,9
"nanyumbu_mkonona_mitumbati","Mkonona","Nanyumbu","Mtwara",2016-11-03,10
"nanyumbu_mkonona_namijati","Mkonona","Nanyumbu","Mtwara",2016-11-03,8
"nanyumbu_mkonona_njisa","Mkonona","Nanyumbu","Mtwara",2016-11-03,19
"nanyumbu_mnanje_chikunjaii","Mnanje","Nanyumbu","Mtwara",2016-11-03,2
"nanyumbu_mnanje_mnanjea","Mnanje","Nanyumbu","Mtwara",2016-11-03,3
"nanyumbu_mnanje_mnanjeb","Mnanje","Nanyumbu","Mtwara",2016-11-03,18
"nanyumbu_nangomba_maswela","Nangomba","Nanyumbu","Mtwara",2016-11-03,7
"nanyumbu_nangomba_mjimwema","Nangomba","Nanyumbu","Mtwara",2016-11-03,37
"nanyumbu_nangomba_mnemeke","Nangomba","Nanyumbu","Mtwara",2016-11-03,10
"tandahimba_chaume_sokoine","Chaume","Tandahimba","Mtwara",2016-11-03,3
"tandahimba_chikongola_nakayaka","Chikongola","Tandahimba","Mtwara",2016-11-03,2
"tandahimba_chingungwe_salama","Chingungwe","Tandahimba","Mtwara",2016-11-03,1
"tandahimba_kitama_mitondia","Kitama","Tandahimba","Mtwara",2016-11-03,2
"tandahimba_kwanyama_mitumbati","Kwanyama","Tandahimba","Mtwara",2016-11-03,5
"tandahimba_litehu_mabeti","Litehu","Tandahimba","Mtwara",2016-11-03,27
"tandahimba_luagala_luagala","Luagala","Tandahimba","Mtwara",2016-11-03,15
"tandahimba_luagala_michinji","Luagala","Tandahimba","Mtwara",2016-11-03,19
"tandahimba_lukokoda_ghanajuu","Lukokoda","Tandahimba","Mtwara",2016-11-03,37
"tandahimba_lyenje_umoja","Lyenje","Tandahimba","Mtwara",2016-11-03,6
"tandahimba_mahuta_lidumbwemtoni","Mahuta","Tandahimba","Mtwara",2016-11-03,2
"tandahimba_maundo_maundo","Maundo","Tandahimba","Mtwara",2016-11-03,11
"tandahimba_mdumbwe_majengo","Mdumbwe","Tandahimba","Mtwara",2016-11-03,2
"tandahimba_mdumbwe_mndumbwe","Mdumbwe","Tandahimba","Mtwara",2016-11-03,13
"tandahimba_mihambwe_mihambwe","Mihambwe","Tandahimba","Mtwara",2016-11-03,22
"tandahimba_milingodi_mtinginda","Milingodi","Tandahimba","Mtwara",2016-11-03,1
"tandahimba_miuta_ngongolo","Miuta","Tandahimba","Mtwara",2016-11-03,5
"tandahimba_mkwiti_likolombe","Mkwiti","Tandahimba","Mtwara",2016-11-03,5
"tandahimba_mnyawa_maheha","Mnyawa","Tandahimba","Mtwara",2016-11-03,2
"tandahimba_nambahu_nachunyu","Nambahu","Tandahimba","Mtwara",2016-11-03,5
"tandahimba_nambahu_nambahu","Nambahu","Tandahimba","Mtwara",2016-11-03,1
"tandahimba_nanhyanga_mnauke","Nanhyanga","Tandahimba","Mtwara",2016-11-03,3
"tandahimba_nanhyanga_nanhyangac","Nanhyanga","Tandahimba","Mtwara",2016-11-03,2
"tandahimba_ngunja_ngunja","Ngunja","Tandahimba","Mtwara",2016-11-03,17
"tandahimba_tandahimba_matogoro","Tandahimba","Tandahimba","Mtwara",2016-11-03,36
"lindiurban_chikonji_nanyanje","Chikonji","Lindi Urban","Lindi",2016-11-04,21
"lindiurban_jamhuri_mlandege","Jamhuri","Lindi Urban","Lindi",2016-11-04,16
"lindiurban_jamhuri_tankini","Jamhuri","Lindi Urban","Lindi",2016-11-04,7
"lindiurban_makonde_amani","Makonde","Lindi Urban","Lindi",2016-11-04,5
"lindiurban_matopeni_kota","Matopeni","Lindi Urban","Lindi",2016-11-04,5
"lindiurban_matopeni_matopeni","Matopeni","Lindi Urban","Lindi",2016-11-04,1
"lindiurban_mbanja_likongo","Mbanja","Lindi Urban","Lindi",2016-11-04,12
"lindiurban_mikumbi_shule","Mikumbi","Lindi Urban","Lindi",2016-11-04,1
"lindiurban_mikumbi_uganda","Mikumbi","Lindi Urban","Lindi",2016-11-04,4
"lindiurban_msinjahili_msonobarichini","Msinjahili","Lindi Urban","Lindi",2016-11-04,2
"lindiurban_msinjahili_msonobarijuu","Msinjahili","Lindi Urban","Lindi",2016-11-04,4
"lindiurban_mtanda_mtandajuu","Mtanda","Lindi Urban","Lindi",2016-11-04,16
"lindiurban_mwenge_kilimahewa","Mwenge","Lindi Urban","Lindi",2016-11-04,5
"lindiurban_mwenge_magogoni","Mwenge","Lindi Urban","Lindi",2016-11-04,5
"lindiurban_mwenge_migombani","Mwenge","Lindi Urban","Lindi",2016-11-04,6
"lindiurban_nachingwea_mpilipilikaskazini","Nachingwea","Lindi Urban","Lindi",2016-11-04,1
"lindiurban_ndoro_ndorokusini","Ndoro","Lindi Urban","Lindi",2016-11-04,8
"lindiurban_rahaleo_rahaleo","Rahaleo","Lindi Urban","Lindi",2016-11-04,1
"lindiurban_wailes_angaza","Wailes","Lindi Urban","Lindi",2016-11-04,22
"lindiurban_wailes_angola","Wailes","Lindi Urban","Lindi",2016-11-04,1
"lindiurban_wailes_majanimapana","Wailes","Lindi Urban","Lindi",2016-11-04,1
"lindiurban_wailes_rutamba","Wailes","Lindi Urban","Lindi",2016-11-04,1
"nachingwea_mkoka_chilaile","Mkoka","Nachingwea","Lindi",2016-11-04,8
"nachingwea_mkoka_likwela","Mkoka","Nachingwea","Lindi",2016-11-04,7
"nachingwea_mkoka_mkoka","Mkoka","Nachingwea","Lindi",2016-11-04,32
"nachingwea_mkoka_nandile","Mkoka","Nachingwea","Lindi",2016-11-04,9
"nachingwea_mkoka_narungombe","Mkoka","Nachingwea","Lindi",2016-11-04,18
"nachingwea_mkoka_rweje","Mkoka","Nachingwea","Lindi",2016-11-04,15
"nachingwea_mtua_kiparamtua","Mtua","Nachingwea","Lindi",2016-11-04,97
"nachingwea_naipingo_kihuwe","Naipingo","Nachingwea","Lindi",2016-11-04,8
"nachingwea_naipingo_naipingo","Naipingo","Nachingwea","Lindi",2016-11-04,26
"mtwararural_chawi_mkomo","Chawi","Mtwara Rural","Mtwara",2016-11-04,16
"mtwararural_kiromba_nachuma","Kiromba","Mtwara Rural","Mtwara",2016-11-04,1
"mtwararural_libobe_mnyija","Libobe","Mtwara Rural","Mtwara",2016-11-04,21
"mtwararural_madimba_msimbati","Madimba","Mtwara Rural","Mtwara",2016-11-04,2
"mtwararural_milangominne_milangominne","Milango Minne","Mtwara Rural","Mtwara",2016-11-04,1
"mtwararural_mtiniko_malamba","Mtiniko","Mtwara Rural","Mtwara",2016-11-04,7
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2016-11-04,9
"mtwararural_naumbu_naumbukusini","Naumbu","Mtwara Rural","Mtwara",2016-11-04,7
"mtwararural_njengwa_hinju","Njengwa","Mtwara Rural","Mtwara",2016-11-04,11
"mtwararural_tangazo_tangazo","Tangazo","Mtwara Rural","Mtwara",2016-11-04,11
"mtwaraurban_chuno_ligulab","Chuno","Mtwara Urban","Mtwara",2016-11-04,3
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-04,3
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2016-11-04,4
"mtwaraurban_ufukoni_matopeni","Ufukoni","Mtwara Urban","Mtwara",2016-11-04,4
"nanyumbu_chipuputa_chipuputa","Chipuputa","Nanyumbu","Mtwara",2016-11-04,6
"nanyumbu_chipuputa_mkohola","Chipuputa","Nanyumbu","Mtwara",2016-11-04,1
"nanyumbu_chipuputa_namasogo","Chipuputa","Nanyumbu","Mtwara",2016-11-04,3
"nanyumbu_lumesule_changwale","Lumesule","Nanyumbu","Mtwara",2016-11-04,32
"nanyumbu_lumesule_chigweje","Lumesule","Nanyumbu","Mtwara",2016-11-04,5
"nanyumbu_maratani_lipupu","Maratani","Nanyumbu","Mtwara",2016-11-04,18
"nanyumbu_maratani_maratani","Maratani","Nanyumbu","Mtwara",2016-11-04,15
"nanyumbu_mkonona_marumba","Mkonona","Nanyumbu","Mtwara",2016-11-04,70
"nanyumbu_mnanje_mikuva","Mnanje","Nanyumbu","Mtwara",2016-11-04,7
"nanyumbu_mnanje_ngupe","Mnanje","Nanyumbu","Mtwara",2016-11-04,6
"tandahimba_chaume_luheya","Chaume","Tandahimba","Mtwara",2016-11-04,1
"tandahimba_chaume_mkwedu","Chaume","Tandahimba","Mtwara",2016-11-04,13
"tandahimba_chaume_mwerushuleni","Chaume","Tandahimba","Mtwara",2016-11-04,1
"tandahimba_kitama_mwengeb","Kitama","Tandahimba","Mtwara",2016-11-04,8
"tandahimba_litehu_litehu","Litehu","Tandahimba","Mtwara",2016-11-04,20
"tandahimba_luagala_chidede","Luagala","Tandahimba","Mtwara",2016-11-04,3
"tandahimba_luagala_mkolachini","Luagala","Tandahimba","Mtwara",2016-11-04,2
"tandahimba_maundo_kunandundu","Maundo","Tandahimba","Mtwara",2016-11-04,15
"tandahimba_mchichira_mnarani","Mchichira","Tandahimba","Mtwara",2016-11-04,4
"tandahimba_miuta_miuta","Miuta","Tandahimba","Mtwara",2016-11-04,22
"tandahimba_mnyawa_umoja","Mnyawa","Tandahimba","Mtwara",2016-11-04,3
"tandahimba_ngunja_mkuti","Ngunja","Tandahimba","Mtwara",2016-11-04,1
"tandahimba_tandahimba_madaba","Tandahimba","Tandahimba","Mtwara",2016-11-04,9
"tandahimba_tandahimba_mbalala","Tandahimba","Tandahimba","Mtwara",2016-11-04,2
"lindiurban_chikonji_jangwani","Chikonji","Lindi Urban","Lindi",2016-11-05,16
"lindiurban_jamhuri_kanisa","Jamhuri","Lindi Urban","Lindi",2016-11-05,4
"lindiurban_matopeni_mtulenia","Matopeni","Lindi Urban","Lindi",2016-11-05,2
"lindiurban_matopeni_mtulenib","Matopeni","Lindi Urban","Lindi",2016-11-05,1
"lindiurban_mbanja_likongo","Mbanja","Lindi Urban","Lindi",2016-11-05,10
"lindiurban_mitandi_jafupembe","Mitandi","Lindi Urban","Lindi",2016-11-05,2
"lindiurban_msinjahili_benki","Msinjahili","Lindi Urban","Lindi",2016-11-05,6
"lindiurban_mwenge_mwenge","Mwenge","Lindi Urban","Lindi",2016-11-05,6
"lindiurban_mwenge_nationalhousing","Mwenge","Lindi Urban","Lindi",2016-11-05,3
"lindiurban_nachingwea_nachingwea","Nachingwea","Lindi Urban","Lindi",2016-11-05,13
"lindiurban_nachingwea_sabasaba","Nachingwea","Lindi Urban","Lindi",2016-11-05,10
"lindiurban_ndoro_ndorochini","Ndoro","Lindi Urban","Lindi",2016-11-05,1
"lindiurban_ndoro_ndorojuu","Ndoro","Lindi Urban","Lindi",2016-11-05,2
"lindiurban_rasbura_mitema","Rasbura","Lindi Urban","Lindi",2016-11-05,63
"lindiurban_wailes_kilimahewa","Wailes","Lindi Urban","Lindi",2016-11-05,9
"nachingwea_kilimanihewa_kilimanihewa","Kilimanihewa","Nachingwea","Lindi",2016-11-05,33
"nachingwea_kilimanihewa_mazoezi","Kilimanihewa","Nachingwea","Lindi",2016-11-05,29
"nachingwea_kilimanihewa_mtepeche","Kilimanihewa","Nachingwea","Lindi",2016-11-05,5
"nachingwea_nambambo_boma","Nambambo","Nachingwea","Lindi",2016-11-05,25
"nachingwea_nambambo_nachingwea","Nambambo","Nachingwea","Lindi",2016-11-05,118
"nachingwea_nambambo_ugawaji","Nambambo","Nachingwea","Lindi",2016-11-05,67
"ruangwa_chibula_muhuru","Chibula","Ruangwa","Lindi",2016-11-05,32
"ruangwa_chibula_namihenje","Chibula","Ruangwa","Lindi",2016-11-05,11
"ruangwa_chienjele_mibure","Chienjele","Ruangwa","Lindi",2016-11-05,36
"ruangwa_chinongwe_litama","Chinongwe","Ruangwa","Lindi",2016-11-05,11
"ruangwa_chunyu_chunyu","Chunyu","Ruangwa","Lindi",2016-11-05,20
"ruangwa_likunja_mtimboruangwa","Likunja","Ruangwa","Lindi",2016-11-05,17
"ruangwa_malolo_malolo","Malolo","Ruangwa","Lindi",2016-11-05,35
"ruangwa_mnacho_chimbilaa","Mnacho","Ruangwa","Lindi",2016-11-05,4
"ruangwa_namichiga_namkonjera","Namichiga","Ruangwa","Lindi",2016-11-05,8
"masasi_chigugu_mandiwa","Chigugu","Masasi","Mtwara",2016-11-05,15
"masasi_chigugu_mbaju","Chigugu","Masasi","Mtwara",2016-11-05,24
"masasi_chiungutwa_makanyama","Chiungutwa","Masasi","Mtwara",2016-11-05,11
"masasi_chiungutwa_mipande","Chiungutwa","Masasi","Mtwara",2016-11-05,13
"masasi_chiwale_lilala","Chiwale","Masasi","Mtwara",2016-11-05,10
"masasi_lipumburu_mbangala","Lipumburu","Masasi","Mtwara",2016-11-05,18
"masasi_lulindi_ndwikachini","Lulindi","Masasi","Mtwara",2016-11-05,32
"masasi_mbuyuni_ndibwa","Mbuyuni","Masasi","Mtwara",2016-11-05,11
"masasi_mkululu_mfuto","Mkululu","Masasi","Mtwara",2016-11-05,2
"masasi_mkundi_nakalola","Mkundi","Masasi","Mtwara",2016-11-05,14
"masasi_mnavira_manyuli","Mnavira","Masasi","Mtwara",2016-11-05,2
"masasi_namajani_mamahinga","Namajani","Masasi","Mtwara",2016-11-05,2
"masasi_namatutwe_namalembo","Namatutwe","Masasi","Mtwara",2016-11-05,12
"masasi_nanganga_chipite","Nanganga","Masasi","Mtwara",2016-11-05,4
"masasi_nanjota_milunda","Nanjota","Masasi","Mtwara",2016-11-05,10
"masasi_nanjota_nairombo","Nanjota","Masasi","Mtwara",2016-11-05,1
"masasitownshipauthority_marika_mumbaka","Marika","Masasi Township Authority","Mtwara",2016-11-05,28
"masasitownshipauthority_mwengemtapika_namkungwi","Mwenge Mtapika","Masasi Township Authority","Mtwara",2016-11-05,19
"masasitownshipauthority_sululu_mkarakate","Sululu","Masasi Township Authority","Mtwara",2016-11-05,16
"mtwararural_kiromba_misufini","Kiromba","Mtwara Rural","Mtwara",2016-11-05,2
"mtwararural_kitere_chekeleni","Kitere","Mtwara Rural","Mtwara",2016-11-05,8
"mtwararural_madimba_msimbati","Madimba","Mtwara Rural","Mtwara",2016-11-05,2
"mtwararural_mayanga_likonde","Mayanga","Mtwara Rural","Mtwara",2016-11-05,18
"mtwararural_milangominne_mkumbwanana","Milango Minne","Mtwara Rural","Mtwara",2016-11-05,7
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2016-11-05,2
"mtwararural_tangazo_kilambo","Tangazo","Mtwara Rural","Mtwara",2016-11-05,9
"mtwaraurban_chuno_ligulaa","Chuno","Mtwara Urban","Mtwara",2016-11-05,6
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-05,8
"mtwaraurban_likombe_mtepwezi","Likombe","Mtwara Urban","Mtwara",2016-11-05,5
"mtwaraurban_mitengo_kilimahewa","Mitengo","Mtwara Urban","Mtwara",2016-11-05,32
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2016-11-05,5
"nanyumbu_chipuputa_mpwahia","Chipuputa","Nanyumbu","Mtwara",2016-11-05,25
"nanyumbu_lumesule_lumesule","Lumesule","Nanyumbu","Mtwara",2016-11-05,7
"nanyumbu_mangaka_mtokora","Mangaka","Nanyumbu","Mtwara",2016-11-05,9
"nanyumbu_maratani_malema","Maratani","Nanyumbu","Mtwara",2016-11-05,20
"nanyumbu_masuguru_lukwika","Masuguru","Nanyumbu","Mtwara",2016-11-05,16
"tandahimba_mchichira_shangani","Mchichira","Tandahimba","Mtwara",2016-11-05,17
"tandahimba_ngunja_mangombya","Ngunja","Tandahimba","Mtwara",2016-11-05,3
"masasi_chigugu_maparagwe","Chigugu","Masasi","Mtwara",2016-11-06,3
"masasi_chigugu_mbemba","Chigugu","Masasi","Mtwara",2016-11-06,14
"masasi_chiungutwa_chilimba","Chiungutwa","Masasi","Mtwara",2016-11-06,38
"masasi_chiwata_chiwata","Chiwata","Masasi","Mtwara",2016-11-06,24
"masasi_lipumburu_utimbe","Lipumburu","Masasi","Mtwara",2016-11-06,33
"masasi_lulindi_muungano","Lulindi","Masasi","Mtwara",2016-11-06,5
"masasi_mbuyuni_mpulima","Mbuyuni","Masasi","Mtwara",2016-11-06,1
"masasi_mkululu_chingolopi","Mkululu","Masasi","Mtwara",2016-11-06,10
"masasi_mwena_chikundi","Mwena","Masasi","Mtwara",2016-11-06,87
"masasi_namalenga_namalenga","Namalenga","Masasi","Mtwara",2016-11-06,19
"masasi_nanganga_nangoo","Nanganga","Masasi","Mtwara",2016-11-06,16
"masasi_nanjota_milunda","Nanjota","Masasi","Mtwara",2016-11-06,1
"masasitownshipauthority_marika_chipole","Marika","Masasi Township Authority","Mtwara",2016-11-06,16
"masasitownshipauthority_mpindimbi_kachepa","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-06,22
"masasitownshipauthority_mtandi_mtandia","Mtandi","Masasi Township Authority","Mtwara",2016-11-06,58
"masasitownshipauthority_sululu_makulani","Sululu","Masasi Township Authority","Mtwara",2016-11-06,34
"mtwararural_kiromba_kiromba","Kiromba","Mtwara Rural","Mtwara",2016-11-06,5
"mtwararural_kitere_chemchem","Kitere","Mtwara Rural","Mtwara",2016-11-06,1
"mtwararural_madimba_mtendachi","Madimba","Mtwara Rural","Mtwara",2016-11-06,13
"mtwararural_mayanga_likonde","Mayanga","Mtwara Rural","Mtwara",2016-11-06,18
"mtwararural_milangominne_mnyawibarabarani","Milango Minne","Mtwara Rural","Mtwara",2016-11-06,8
"mtwararural_mnima_mangopachanne","Mnima","Mtwara Rural","Mtwara",2016-11-06,1
"mtwararural_naumbu_namgogoli","Naumbu","Mtwara Rural","Mtwara",2016-11-06,13
"mtwararural_njengwa_chiwindi","Njengwa","Mtwara Rural","Mtwara",2016-11-06,5
"mtwararural_tangazo_magomeni","Tangazo","Mtwara Rural","Mtwara",2016-11-06,1
"nanyumbu_nandete_ulanga","Nandete","Nanyumbu","Mtwara",2016-11-06,7
"tandahimba_ngunja_nannala","Ngunja","Tandahimba","Mtwara",2016-11-06,13
"nachingwea_mpiruka_libea","Mpiruka","Nachingwea","Lindi",2016-11-07,17
"nachingwea_mpiruka_mkumba","Mpiruka","Nachingwea","Lindi",2016-11-07,33
"nachingwea_mpiruka_mpiruka","Mpiruka","Nachingwea","Lindi",2016-11-07,40
"nachingwea_naipanga_chiumbatishuleni","Naipanga","Nachingwea","Lindi",2016-11-07,11
"nachingwea_naipanga_chiwindi","Naipanga","Nachingwea","Lindi",2016-11-07,7
"nachingwea_naipanga_naipanga","Naipanga","Nachingwea","Lindi",2016-11-07,13
"nachingwea_naipanga_rahaleo","Naipanga","Nachingwea","Lindi",2016-11-07,12
"nachingwea_nangowe_matankini","Nangowe","Nachingwea","Lindi",2016-11-07,31
"nachingwea_nangowe_nangowe","Nangowe","Nachingwea","Lindi",2016-11-07,6
"masasi_chigugu_mbuyuni","Chigugu","Masasi","Mtwara",2016-11-07,18
"masasi_chiungutwa_kalipinde","Chiungutwa","Masasi","Mtwara",2016-11-07,9
"masasi_chiwata_chidya","Chiwata","Masasi","Mtwara",2016-11-07,21
"masasi_lipumburu_mtojolupaso","Lipumburu","Masasi","Mtwara",2016-11-07,29
"masasi_lukuledi_chikunja","Lukuledi","Masasi","Mtwara",2016-11-07,18
"masasi_mbuyuni_mitonji","Mbuyuni","Masasi","Mtwara",2016-11-07,6
"masasi_mkundi_mkolopola","Mkundi","Masasi","Mtwara",2016-11-07,8
"masasi_mpanyani_mihima","Mpanyani","Masasi","Mtwara",2016-11-07,4
"masasi_mwena_mkalapa","Mwena","Masasi","Mtwara",2016-11-07,80
"masasi_mwena_njenga","Mwena","Masasi","Mtwara",2016-11-07,19
"masasi_namalenga_mkangaula","Namalenga","Masasi","Mtwara",2016-11-07,4
"masasi_nanganga_mwongozo","Nanganga","Masasi","Mtwara",2016-11-07,8
"masasi_nanjota_mtengula","Nanjota","Masasi","Mtwara",2016-11-07,7
"masasitownshipauthority_marika_namikunda","Marika","Masasi Township Authority","Mtwara",2016-11-07,18
"masasitownshipauthority_mpindimbi_chanikanguo","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-07,48
"masasitownshipauthority_mpindimbi_mpindimbi","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-07,72
"masasitownshipauthority_temeke_temeke","Temeke","Masasi Township Authority","Mtwara",2016-11-07,10
"mtwararural_kitaya_mayembejuu","Kitaya","Mtwara Rural","Mtwara",2016-11-07,8
"mtwararural_kitere_mkonye","Kitere","Mtwara Rural","Mtwara",2016-11-07,8
"mtwararural_madimba_namindondi","Madimba","Mtwara Rural","Mtwara",2016-11-07,14
"mtwararural_mahurunga_kihimika","Mahurunga","Mtwara Rural","Mtwara",2016-11-07,7
"mtwararural_mayanga_msijute","Mayanga","Mtwara Rural","Mtwara",2016-11-07,14
"mtwararural_muungano_mwembetogwa","Muungano","Mtwara Rural","Mtwara",2016-11-07,1
"mtwararural_namtumbuka_namtumbukashuleni","Namtumbuka","Mtwara Rural","Mtwara",2016-11-07,5
"mtwararural_nanguruwe_namanyakatabarabara","Nanguruwe","Mtwara Rural","Mtwara",2016-11-07,6
"mtwararural_naumbu_namgogoli","Naumbu","Mtwara Rural","Mtwara",2016-11-07,10
"mtwararural_njengwa_nangawanga","Njengwa","Mtwara Rural","Mtwara",2016-11-07,9
"mtwaraurban_chikongola_citus","Chikongola","Mtwara Urban","Mtwara",2016-11-07,8
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-07,4
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2016-11-07,20
"mtwaraurban_shangani_indiankota","Shangani","Mtwara Urban","Mtwara",2016-11-07,12
"nanyumbu_masuguru_lukula","Masuguru","Nanyumbu","Mtwara",2016-11-07,19
"nanyumbu_masuguru_masuguru","Masuguru","Nanyumbu","Mtwara",2016-11-07,9
"nanyumbu_nandete_chivirikiti","Nandete","Nanyumbu","Mtwara",2016-11-07,15
"nanyumbu_nandete_nakole","Nandete","Nanyumbu","Mtwara",2016-11-07,1
"nanyumbu_napacho_nakopi","Napacho","Nanyumbu","Mtwara",2016-11-07,15
"nanyumbu_sengenya_mara","Sengenya","Nanyumbu","Mtwara",2016-11-07,11
"nanyumbu_sengenya_masyalele","Sengenya","Nanyumbu","Mtwara",2016-11-07,19
"nanyumbu_sengenya_sengenya","Sengenya","Nanyumbu","Mtwara",2016-11-07,28
"tandahimba_maundo_chiumo","Maundo","Tandahimba","Mtwara",2016-11-07,17
"tandahimba_mdumbwe_mambamba","Mdumbwe","Tandahimba","Mtwara",2016-11-07,2
"nachingwea_naipingo_mchonda","Naipingo","Nachingwea","Lindi",2016-11-08,23
"nachingwea_naipingo_mkatapori","Naipingo","Nachingwea","Lindi",2016-11-08,16
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2016-11-08,6
