"Region","District","Ward","Village","matchDistrict","matchWard","matchVillage","Population"
"Mtwara","Newala","Mkoma II","Chikalule","Newala","Mkoma II","Chikalule",599
"Mtwara","Newala","Kitangari","Mitema","Newala","Kitangari","Mitema",566
"Mtwara","Newala","Kitangari","Mandala","Newala","Kitangari","Mandala",2088
"Mtwara","Newala","Kitangari","Mmovo","Newala","Kitangari","Mmovo",796
"Mtwara","Newala","Kitangari","Nanda","Newala","Kitangari","Nanda",1715
"Mtwara","Newala","Kitangari","Mnali","Newala","Kitangari","Mnali",546
"Mtwara","Newala","Kitangari","Namkonda","Newala","Kitangari","Namkonda",711
"Mtwara","Newala","Kitangari","Mapinduzi","Newala","Kitangari","Mapinduzi",874
"Mtwara","Newala","Kitangari","Kitangiri Hospitali","Newala","Kitangari","Kitangari Hospitali",1774
"Mtwara","Newala","Kitangari","Kitangirisokoni","Newala","Kitangari","Kitangari Sokoni",2320
"Mtwara","Newala","Malatu","Malatujuu","Newala","Malatu","Malatujuu",1204
"Mtwara","Newala","Malatu","Malatushuleni","Newala","Malatu","Malatushuleni",1379
"Mtwara","Newala","Malatu","Mkunjo","Newala","Malatu","Mkunjo",642
"Mtwara","Newala","Malatu","Mnolela","Newala","Malatu","Mnolela",938
"Mtwara","Newala","Malatu","Mtanda","Newala","Malatu","Mtanda",526
"Mtwara","Newala","Malatu","Tuyangatane","Newala","Malatu","Tuyangatane",1576
"Mtwara","Newala","Mchemo","Songambele","Newala","Mchemo","Songambele",1066
"Mtwara","Newala","Mchemo","Mpwapwa","Newala","Mchemo","Mpwapwa",1508
"Mtwara","Newala","Mchemo","Mchemo""A""","Newala","Mchemo","Mchemo""A""",893
"Mtwara","Newala","Mchemo","Machenje","Newala","Mchemo","Machenje",860
"Mtwara","Newala","Mchemo","Chiule","Newala","Mchemo","Chiule",705
"Mtwara","Newala","Mchemo","Mchemo""B""","Newala","Mchemo","Mchemo""B""",650
"Mtwara","Newala","Mchemo","Mkupete","Newala","Mchemo","Mkupete",346
"Mtwara","Newala","Mchemo","Mchedebwa","Newala","Mchemo","Mchedebwa",456
"Mtwara","Newala","Mchemo","Lengo","Newala","Mchemo","Lengo",2402
"Mtwara","Newala","Mtopwa","Mbeya","Newala","Mtopwa","Mbeya",912
"Mtwara","Newala","Mtopwa","Chilondolo","Newala","Mtopwa","Chilondolo",1691
"Mtwara","Newala","Mtopwa","Mtopwa","Newala","Mtopwa","Mtopwa",1965
"Mtwara","Newala","Mtopwa","Mnyeu","Newala","Mtopwa","Mnyeu",2003
"Mtwara","Newala","Mtopwa","Tukazane","Newala","Mtopwa","Tukazane",1906
"Mtwara","Newala","Chiwonga","Chiwonga","Newala","Chiwonga","Chiwonga",2057
"Mtwara","Newala","Chiwonga","Ukombozi","Newala","Chiwonga","Ukombozi",757
"Mtwara","Newala","Chiwonga","Mmulunga","Newala","Chiwonga","Mmulunga",1119
"Mtwara","Newala","Chiwonga","Chikuti","Newala","Chiwonga","Chikuti",598
"Mtwara","Newala","Chiwonga","Pachanne","Newala","Chiwonga","Pachanne",766
"Mtwara","Newala","Maputi","Mtongwele","Newala","Maputi","Mtongwele",1834
"Mtwara","Newala","Maputi","Mnauya","Newala","Maputi","Mnauya",887
"Mtwara","Newala","Maputi","Kadengwa","Newala","Maputi","Kadengwa",772
"Mtwara","Newala","Maputi","Maputi","Newala","Maputi","Maputi",1672
"Mtwara","Newala","Maputi","Mikwangwa","Newala","Maputi","Mikwanga",1256
"Mtwara","Newala","Makukwe","Mmongo","Newala","Makukwe","Mmongo",1013
"Mtwara","Newala","Makukwe","Mnamunjelele","Newala","Makukwe","Mnamunjelele",1235
"Mtwara","Newala","Makukwe","Makukwe","Newala","Makukwe","Makukwe",2102
"Mtwara","Newala","Makukwe","Mnachi","Newala","Makukwe","Mnachi",1052
"Mtwara","Newala","Makukwe","Mnauja","Newala","Makukwe","Mnauja",919
"Mtwara","Newala","Mkwedu","Mkwedu","Newala","Mkwedu","Mkwedu",2859
"Mtwara","Newala","Mkwedu","Tengulengu","Newala","Mkwedu","Tengulengu",2478
"Mtwara","Newala","Mkwedu","Mnyambachi","Newala","Mkwedu","Mnyambachi",1099
"Mtwara","Newala","Mcholi II","Lidumbe shuleni","Newala","Mcholi II","Lidumbe Shule",1727
"Mtwara","Newala","Mcholi II","Mnaida","Newala","Mcholi II","Mnaida",602
"Mtwara","Newala","Mcholi II","Tawala","Newala","Mcholi II","Tawala",1709
"Mtwara","Newala","Mcholi II","Msilili","Newala","Mcholi II","Msilili",1135
"Mtwara","Newala","Mcholi II","Mtumbati","Newala","Mcholi II","Mitumbati",830
"Mtwara","Newala","Mtonya","Moneka","Newala","Mtonya","Moneka",483
"Mtwara","Newala","Mtonya","Majengo","Newala","Mtonya","Majengo",3038
"Mtwara","Newala","Mtonya","Julia","Newala","Mtonya","Julia",2382
"Mtwara","Newala","Mtonya","Lekanelo","Newala","Mtonya","Lekanelo",1010
"Mtwara","Newala","Mtonya","Kilimahewa","Newala","Mtonya","Kilimahewa",486
"Mtwara","Newala","Mtonya","Mwanona","Newala","Mtonya","Mwanona",240
"Mtwara","Newala","Makonga","Kilidu II","Newala","Makonga","Kilidu II",850
"Mtwara","Newala","Makonga","Nanyonda","Newala","Makonga","Nanyonda",1243
"Mtwara","Newala","Makonga","Juhudi","Newala","Makonga","Juhudi",1744
"Mtwara","Newala","Makonga","Mtangalanga","Newala","Makonga","Mtangalanga",1645
"Mtwara","Newala","Makonga","Makonga","Newala","Makonga","Makonga",2410
"Mtwara","Newala","Nakahako","Mnahuke","Newala","Nakahako","Mnahuke",712
"Mtwara","Newala","Nakahako","Mitahu","Newala","Nakahako","Mitahu",843
"Mtwara","Newala","Nakahako","Nakahako","Newala","Nakahako","Nakahako",1454
"Mtwara","Newala","Nakahako","Mpalu","Newala","Nakahako","Mpalu",1018
"Mtwara","Newala","Nakahako","Lukohe","Newala","Nakahako","Lukohe",480
"Mtwara","Newala","Chihangu","Chihangu ""A""","Newala","Chihangu","Chihangu ""A""",1830
"Mtwara","Newala","Chihangu","Chihangu ""B""","Newala","Chihangu","Chihangu ""B""",1424
"Mtwara","Newala","Chihangu","Idamnole","Newala","Chihangu","Idamnole",1888
"Mtwara","Newala","Chihangu","Mtongwelejuu","Newala","Chihangu","Mtongwelejuu",631
"Mtwara","Newala","Nambali","Chilende","Newala","Nambali","Chilende",668
"Mtwara","Newala","Nambali","Mmalachi","Newala","Nambali","Mmalachi",1122
"Mtwara","Newala","Nambali","Nambali""A""","Newala","Nambali","Nambali""A""",1634
"Mtwara","Newala","Nambali","Nambali""B""","Newala","Nambali","Nambali""B""",1546
"Mtwara","Newala","Nambali","Mahoha","Newala","Nambali","Mahoha",1325
"Mtwara","Newala","Nandwahi","Nandwahi","Newala","Nandwahi","Nandwahi",1584
"Mtwara","Newala","Nandwahi","Chikunda Lubido","Newala","Nandwahi","Chikunda Lubido",753
"Mtwara","Newala","Nandwahi","Mpilani","Newala","Nandwahi","Mpirani",535
"Mtwara","Newala","Nandwahi","Mbembele","Newala","Nandwahi","Mbembele",701
"Mtwara","Newala","Nandwahi","Madaba","Newala","Nandwahi","Madaba",1124
"Mtwara","Newala","Nandwahi","Chipito","Newala","Nandwahi","Chipito",520
"Mtwara","Newala","Nandwahi","Viokoli","Newala","Nandwahi","Vihokoli",1044
"Mtwara","Newala","Mtunguru","Ngongo","Newala","Mtunguru","Ngongo",1016
"Mtwara","Newala","Mtunguru","Mango","Newala","Mtunguru","Mango",856
"Mtwara","Newala","Mtunguru","Mtunguru","Newala","Mtunguru","Mtunguru",1812
"Mtwara","Newala","Mtunguru","Mkwaya","Newala","Mtunguru","Mkwaya",2363
"Mtwara","Newala","Mdimbampelempele","Minjale","Newala","Mdimbampelempele","Minjale",999
"Mtwara","Newala","Mdimbampelempele","Chitenda","Newala","Mdimbampelempele","Chitenda",1325
"Mtwara","Newala","Mdimbampelempele","Mdimba Mpelempele","Newala","Mdimbampelempele","Mdimba Mpelempele",1059
"Mtwara","Newala","Mdimbampelempele","Ngalu","Newala","Mdimbampelempele","Ngalu",474
"Mtwara","Masasi","Namatutwe","Namalembo","Masasi","Namatutwe","Namalembo",2230
"Mtwara","Masasi","Namatutwe","Chingulungulu","Masasi","Namatutwe","Chingulungulu",2891
"Mtwara","Masasi","Namatutwe","Mkwapa","Masasi","Namatutwe","Mkwapa",1433
"Mtwara","Masasi","Namatutwe","Namatutwe","Masasi","Namatutwe","Namatutwe",4529
"Mtwara","Masasi","Namatutwe","Msikisi","Masasi","Namatutwe","Msikisi",2117
"Mtwara","Masasi","Namatutwe","Miwale","Masasi","Namatutwe","Miwale",922
"Mtwara","Masasi","Namajani","Mamahinga","Masasi","Namajani","Mamahinga",1808
"Mtwara","Masasi","Namajani","Namajani","Masasi","Namajani","Namajani",4484
"Mtwara","Masasi","Namajani","Ngalole","Masasi","Namajani","Ngalole",3699
"Mtwara","Masasi","Namajani","Amani chiroro","Masasi","Namajani","Amani-Chiroro",3189
"Mtwara","Masasi","Namajani","Migombani","Masasi","Namajani","Migombani",560
"Mtwara","Masasi","Mlingula","Masiku","Masasi","Mlingula","Masiku",1986
"Mtwara","Masasi","Mlingula","Mlingula","Masasi","Mlingula","Mlingula",2690
"Mtwara","Masasi","Mlingula","Namichi","Masasi","Mlingula","Namichi",1366
"Mtwara","Masasi","Mlingula","Chikoweti","Masasi","Mlingula","Chikoweti",1407
"Mtwara","Masasi","Mlingula","Nambaya","Masasi","Mlingula","Nambaya",1646
"Mtwara","Masasi","Chiwale","Nanyindwa","Masasi","Chiwale","Nanyindwa",1626
"Mtwara","Masasi","Chiwale","Lilala","Masasi","Chiwale","Lilala",1402
"Mtwara","Masasi","Chiwale","Chiwale","Masasi","Chiwale","Chiwale",4199
"Mtwara","Masasi","Chiwale","Kivukoni","Masasi","Chiwale","Kivukoni",4084
"Mtwara","Masasi","Lukuledi","Lukuledi""A""","Masasi","Lukuledi","Lukuledi""A""",2914
"Mtwara","Masasi","Lukuledi","Mkoropola","Masasi","Lukuledi","Mkoropola",1758
"Mtwara","Masasi","Lukuledi","Nasindi","Masasi","Lukuledi","Nasindi",1880
"Mtwara","Masasi","Lukuledi","Napata","Masasi","Lukuledi","Napata",1401
"Mtwara","Masasi","Lukuledi","Chikunja","Masasi","Lukuledi","Chikunja",2110
"Mtwara","Masasi","Lukuledi","Mraushi","Masasi","Lukuledi","Mraushi",2953
"Mtwara","Masasi","Lukuledi","Nanditi","Masasi","Lukuledi","Nanditi",922
"Mtwara","Masasi","Lukuledi","Lukuledi'B'","Masasi","Lukuledi","Lukuledi'B'",3122
"Mtwara","Masasi","Mpanyani","Mpanyani","Masasi","Mpanyani","Mpanyani",1408
"Mtwara","Masasi","Mpanyani","Mihima","Masasi","Mpanyani","Mihima",1283
"Mtwara","Masasi","Mpanyani","Nambawala","Masasi","Mpanyani","Nambawala",2550
"Mtwara","Masasi","Mpanyani","Muungano","Masasi","Mpanyani","Muungano",2318
"Mtwara","Masasi","Chigugu","Mbaju","Masasi","Chigugu","Mbaju",2568
"Mtwara","Masasi","Chigugu","Chigugu","Masasi","Chigugu","Chigugu",3191
"Mtwara","Masasi","Chigugu","Mbemba","Masasi","Chigugu","Mbemba",2038
"Mtwara","Masasi","Chigugu","Mandiwa","Masasi","Chigugu","Mandiwa",2830
"Mtwara","Masasi","Chigugu","Liloya","Masasi","Chigugu","Liloya",1547
"Mtwara","Masasi","Chigugu","Chikukwe","Masasi","Chigugu","Chikukwe",1189
"Mtwara","Masasi","Chigugu","Maparagwe","Masasi","Chigugu","Maparagwe",1414
"Mtwara","Masasi","Chigugu","Mwambao","Masasi","Chigugu","Mwambao",2402
"Mtwara","Masasi","Chigugu","Mbuyuni","Masasi","Chigugu","Mbuyuni",316
"Mtwara","Masasi","Mwena","Chikundi","Masasi","Mwena","Chikundi",3117
"Mtwara","Masasi","Mwena","Mtunungu","Masasi","Mwena","Mtunungu",4515
"Mtwara","Masasi","Mwena","Mkalapa","Masasi","Mwena","Mkalapa",3027
"Mtwara","Masasi","Mwena","Mwena","Masasi","Mwena","Mwena",3053
"Mtwara","Masasi","Mwena","Liputu","Masasi","Mwena","Liputu",3557
"Mtwara","Masasi","Mwena","Mpowora","Masasi","Mwena","Mpowora",2581
"Mtwara","Masasi","Mwena","Njenga","Masasi","Mwena","Njenga",5982
"Mtwara","Masasi","Mwena","Tuungane","Masasi","Mwena","Tuungane",250
"Mtwara","Masasi","Mwena","Ndunda","Masasi","Mwena","Ndunda",1825
"Mtwara","Masasi","Nanganga","Mwangozo","Masasi","Nanganga","Mwongozo",2898
"Mtwara","Masasi","Nanganga","Nangoo","Masasi","Nanganga","Nangoo",3037
"Mtwara","Masasi","Nanganga","Mumburu","Masasi","Nanganga","Mumburu",2569
"Mtwara","Masasi","Nanganga","Mkang ́u","Masasi","Nanganga","Mkang'u",1118
"Mtwara","Masasi","Nanganga","Nanganga","Masasi","Nanganga","Nanganga",1899
"Mtwara","Masasi","Nanganga","Namihungo","Masasi","Nanganga","Namihungo",1743
"Mtwara","Masasi","Nanganga","Chipite","Masasi","Nanganga","Chipite",1671
"Mtwara","Masasi","Nanganga","Mdenga","Masasi","Nanganga","Mdenga",671
"Mtwara","Masasi","Nanganga","Mkungu","Masasi","Nanganga","Mkungu",1049
"Mtwara","Masasi","Chiwata","Chiwata","Masasi","Chiwata","Chiwata",2496
"Mtwara","Masasi","Chiwata","Chidya","Masasi","Chiwata","Chidya",3158
"Mtwara","Masasi","Mkundi","Nakachindu","Masasi","Mkundi","Nakachindu",848
"Mtwara","Masasi","Mkundi","Mkolopola","Masasi","Mkundi","Mkolopola",1202
"Mtwara","Masasi","Mkundi","Nakalola","Masasi","Mkundi","Nakalola",1045
"Mtwara","Masasi","Mkundi","Chipango","Masasi","Mkundi","Chipango",900
"Mtwara","Masasi","Mkundi","Majembechini","Masasi","Mkundi","Majembechini",1051
"Mtwara","Masasi","Mkundi","Mbugo","Masasi","Mkululu","Mbugo",464
"Mtwara","Masasi","Mkululu","Mkundi Amani","Masasi","Mkululu","Mkundi",954
"Mtwara","Masasi","Mkululu","Miba","Masasi","Mkululu","Miba",824
"Mtwara","Masasi","Mkululu","Mkululu","Masasi","Mkululu","Mkululu",1591
"Mtwara","Masasi","Mkululu","Mpopo","Masasi","Mkululu","Mpopo",1029
"Mtwara","Masasi","Mkululu","Mfuto","Masasi","Mkululu","Mfuto",960
"Mtwara","Masasi","Mkululu","Mnolela","Masasi","Mkululu","Mnolela",663
"Mtwara","Masasi","Mkululu","Syenjela","Masasi","Mkululu","Syenjela",817
"Mtwara","Masasi","Mkululu","Chingolopi","Masasi","Mkululu","Chingolopi",784
"Mtwara","Masasi","Mkululu","Chipunda","Masasi","Mkululu","Chipunda",483
"Mtwara","Masasi","Nanjota","Milunda","Masasi","Nanjota","Milunda",824
"Mtwara","Masasi","Nanjota","Nanjota","Masasi","Nanjota","Nanjota",2854
"Mtwara","Masasi","Nanjota","Nairombo","Masasi","Nanjota","Nairombo",1096
"Mtwara","Masasi","Nanjota","Nambunda","Masasi","Nanjota","Nambunda",1551
"Mtwara","Masasi","Nanjota","Mijelejele","Masasi","Nanjota","Mijelejele",1276
"Mtwara","Masasi","Nanjota","Mtengula","Masasi","Nanjota","Mtengula",566
"Mtwara","Masasi","Nanjota","Mputen","Masasi","Nanjota","Mputeni",927
"Mtwara","Masasi","Chiungutwa","Mpeta","Masasi","Chiungutwa","Mpeta",1809
"Mtwara","Masasi","Chiungutwa","Maugura","Masasi","Chiungutwa","Maugura",834
"Mtwara","Masasi","Chiungutwa","Mipande","Masasi","Chiungutwa","Mipande",990
"Mtwara","Masasi","Chiungutwa","Chiungutwa","Masasi","Chiungutwa","Chiungutwa",3377
"Mtwara","Masasi","Chiungutwa","Misechela","Masasi","Chiungutwa","Misechela",1486
"Mtwara","Masasi","Chiungutwa","Chilimba","Masasi","Chiungutwa","Chilimba",2204
"Mtwara","Masasi","Chiungutwa","Huwe","Masasi","Chiungutwa","Huwe",729
"Mtwara","Masasi","Chiungutwa","Kalipinde","Masasi","Chiungutwa","Kalipinde",634
"Mtwara","Masasi","Chiungutwa","Makanyama","Masasi","Chiungutwa","Makanyama",668
"Mtwara","Masasi","Chiungutwa","Kalangwale","Masasi","Chiungutwa","Kalangwale",945
"Mtwara","Masasi","Mbuyuni","Mpulima","Masasi","Mbuyuni","Mpulima",1121
"Mtwara","Masasi","Mbuyuni","Miungo","Masasi","Mbuyuni","Miungo",874
"Mtwara","Masasi","Mbuyuni","Mbuyuni","Masasi","Mbuyuni","Mbuyuni",2354
"Mtwara","Masasi","Mbuyuni","Ndibwa","Masasi","Mbuyuni","Ndibwa",855
"Mtwara","Masasi","Mbuyuni","Mitonji","Masasi","Mbuyuni","Mitonji",1477
"Mtwara","Masasi","Mbuyuni","Majembe Ndago","Masasi","Mbuyuni","Majembe Ndago",1001
"Mtwara","Masasi","Mbuyuni","Matogoro","Masasi","Mbuyuni","Matogoro",711
"Mtwara","Masasi","Lipumburu","Mchoti","Masasi","Lipumburu","Mchoti",1116
"Mtwara","Masasi","Lipumburu","Lipumburu","Masasi","Lipumburu","Lipumburu",1143
"Mtwara","Masasi","Lipumburu","Mtojo Lupaso","Masasi","Lipumburu","Mtojo Lupaso",1903
"Mtwara","Masasi","Lipumburu","Utimbe","Masasi","Lipumburu","Utimbe",1977
"Mtwara","Masasi","Lipumburu","Mbangala","Masasi","Lipumburu","Mbangala",680
"Mtwara","Masasi","Lipumburu","Nantona","Masasi","Lipumburu","Nantona",447
"Mtwara","Masasi","Sindano","Ulungu","Masasi","Sindano","Ulungu",1674
"Mtwara","Masasi","Sindano","Luatala","Masasi","Sindano","Luatala",1498
"Mtwara","Masasi","Sindano","Sindano","Masasi","Sindano","Sindano",1277
"Mtwara","Masasi","Sindano","Lichehe","Masasi","Sindano","Lichehe",1036
"Mtwara","Masasi","Namalenga","Msokosela","Masasi","Namalenga","Msokosela",780
"Mtwara","Masasi","Namalenga","Msanga","Masasi","Namalenga","Msanga",1435
"Mtwara","Masasi","Namalenga","Mitesa","Masasi","Namalenga","Mitesa",816
"Mtwara","Masasi","Namalenga","Mkangaula","Masasi","Namalenga","Mkangaula",3387
"Mtwara","Masasi","Namalenga","Namalenga","Masasi","Namalenga","Namalenga",1839
"Mtwara","Masasi","Namalenga","Mvita","Masasi","Namalenga","Mvita",372
"Mtwara","Masasi","Namalenga","Nagaga","Masasi","Namalenga","Nagaga",2573
"Mtwara","Masasi","Namalenga","Chigawe","Masasi","Namalenga","Chigawe",304
"Mtwara","Masasi","Mchauru","Mwitika","Masasi","Mchauru","Mwitika",1454
"Mtwara","Masasi","Mchauru","Namombwe","Masasi","Mchauru","Namombwe",1548
"Mtwara","Masasi","Mchauru","Mirewe","Masasi","Mchauru","Mirewe",1906
"Mtwara","Masasi","Mchauru","Mchauru","Masasi","Mchauru","Mchauru",1234
"Mtwara","Masasi","Mchauru","Rivango","Masasi","Mchauru","Rivango",863
"Mtwara","Masasi","Mchauru","Nangomwa","Masasi","Mchauru","Nangomwa",766
"Mtwara","Masasi","Mchauru","Maparawe","Masasi","Mchauru","Maparawe",1256
"Mtwara","Masasi","Mchauru","Mkowo","Masasi","Mchauru","Mkowo",1064
"Mtwara","Masasi","Mchauru","Mhata","Masasi","Mchauru","Mhata",796
"Mtwara","Masasi","Mnavira","Mnavira","Masasi","Mnavira","Mnavira",3030
"Mtwara","Masasi","Mnavira","Makong ́onda","Masasi","Mnavira","Makong'onda",2010
"Mtwara","Masasi","Mnavira","Manyuli","Masasi","Mnavira","Manyuli",1551
"Mtwara","Masasi","Mnavira","Geuza","Masasi","Mnavira","Geuza",1087
"Mtwara","Masasi","Mnavira","Nakarara","Masasi","Mnavira","Nakarara",2769
"Mtwara","Masasi","Mnavira","Mkwaya","Masasi","Mnavira","Mkwaya",1226
"Mtwara","Masasi","Chikolopola","Mapili","Masasi","Chikolopola","Mapili",1310
"Mtwara","Masasi","Chikolopola","Rahaleo","Masasi","Chikolopola","Rahaleo",997
"Mtwara","Masasi","Chikolopola","Chikolopola","Masasi","Chikolopola","Chikolopola",1378
"Mtwara","Masasi","Chikolopola","Mkachima","Masasi","Chikolopola","Mkachima",1189
"Mtwara","Masasi","Chikolopola","Mkaliwata","Masasi","Chikolopola","Mkaliwata",732
"Mtwara","Masasi","Chikolopola","Namyomyo","Masasi","Chikolopola","Namyomyo",1614
"Mtwara","Masasi","Lulindi","Kivukoni","Masasi","Lulindi","Kivukoni",1200
"Mtwara","Masasi","Lulindi","Mkaseka","Masasi","Lulindi","Mkaseka",617
"Mtwara","Masasi","Lulindi","Chiwambo","Masasi","Lulindi","Chiwambo",783
"Mtwara","Masasi","Lulindi","Luagala","Masasi","Lulindi","Luagala",1164
"Mtwara","Masasi","Lulindi","Lulindi","Masasi","Lulindi","Lulindi",2250
"Mtwara","Masasi","Lulindi","Ndwika chini","Masasi","Lulindi","Ndwika chini",1200
"Mtwara","Masasi","Lulindi","Muungano","Masasi","Lulindi","Muungano",1083
"Mtwara","Masasi","Lulindi","Mropwe","Masasi","Lulindi","Mropwe",280
"Mtwara","Tandahimba","Tandahimba","Madaba","Tandahimba","Tandahimba","Madaba",2520
"Mtwara","Tandahimba","Tandahimba","Malamba","Tandahimba","Tandahimba","Malamba",2923
"Mtwara","Tandahimba","Tandahimba","Mbalala","Tandahimba","Tandahimba","Mbalala",632
"Mtwara","Tandahimba","Tandahimba","Tandahimba","Tandahimba","Tandahimba","Tandahimba",4833
"Mtwara","Tandahimba","Tandahimba","Matogoro","Tandahimba","Tandahimba","Matogoro",7958
"Mtwara","Tandahimba","Tandahimba","Malopokelo","Tandahimba","Tandahimba","Malopokelo",1703
"Mtwara","Tandahimba","Kitama","Mitondi""B""","Tandahimba","Kitama","Mitondi""B""",2331
"Mtwara","Tandahimba","Kitama","Mitondi""A""","Tandahimba","Kitama","Mitondi""A""",971
"Mtwara","Tandahimba","Kitama","Mwenge""B""","Tandahimba","Kitama","Mwenge""B""",1959
"Mtwara","Tandahimba","Kitama","Mwenge""A""","Tandahimba","Kitama","Mwenge""A""",2087
"Mtwara","Tandahimba","Kitama","Namunda","Tandahimba","Kitama","Namunda",1722
"Mtwara","Tandahimba","Kitama","Kitamamjini","Tandahimba","Kitama","Kitamamjini",1944
"Mtwara","Tandahimba","Kitama","Kitamashuleni","Tandahimba","Kitama","Kitamashuleni",1844
"Mtwara","Tandahimba","Michenjele","Shangani","Tandahimba","Michenjele","Shangani",1386
"Mtwara","Tandahimba","Michenjele","Michenjele","Tandahimba","Michenjele","Michenjele",1034
"Mtwara","Tandahimba","Michenjele","Ngongo","Tandahimba","Michenjele","Ngongo",1425
"Mtwara","Tandahimba","Michenjele","Mpunda","Tandahimba","Michenjele","Mpunda",743
"Mtwara","Tandahimba","Michenjele","Mmalala","Tandahimba","Michenjele","Mmalala",927
"Mtwara","Tandahimba","Michenjele","Bandari","Tandahimba","Michenjele","Bandari",818
"Mtwara","Tandahimba","Mihambwe","Mkaha","Tandahimba","Mihambwe","Mkaha",1257
"Mtwara","Tandahimba","Mihambwe","Kisagani","Tandahimba","Mihambwe","Kisagani",1864
"Mtwara","Tandahimba","Mihambwe","Lembela","Tandahimba","Mihambwe","Lembela",1304
"Mtwara","Tandahimba","Mihambwe","Mihambwe","Tandahimba","Mihambwe","Mihambwe",3283
"Mtwara","Tandahimba","Mihambwe","Ruvuma","Tandahimba","Mihambwe","Ruvuma",2089
"Mtwara","Tandahimba","Mihambwe","Nakale","Tandahimba","Mihambwe","Nakale",442
"Mtwara","Tandahimba","Mkoreha","Mchangani","Tandahimba","Mkoreha","Mchangani",2227
"Mtwara","Tandahimba","Mkoreha","Namunda","Tandahimba","Mkoreha","Namunda",3202
"Mtwara","Tandahimba","Mkoreha","Misufini","Tandahimba","Mkoreha","Misufini",1330
"Mtwara","Tandahimba","Mkoreha","Chikongo","Tandahimba","Mkoreha","Chikongo",2655
"Mtwara","Tandahimba","Mkoreha","Dinyeke","Tandahimba","Mkoreha","Dinyeke",831
"Mtwara","Tandahimba","Maundo","Namahonga","Tandahimba","Maundo","Namahonga",2489
"Mtwara","Tandahimba","Maundo","Maundo","Tandahimba","Maundo","Maundo",2259
"Mtwara","Tandahimba","Maundo","Kunandundu","Tandahimba","Maundo","Kunandundu",2059
"Mtwara","Tandahimba","Maundo","Chiumo","Tandahimba","Maundo","Chiumo",1722
"Mtwara","Tandahimba","Maundo","Chang ́ombe","Tandahimba","Maundo","Chang'ombe",1702
"Mtwara","Tandahimba","Naputa","Namdwani","Tandahimba","Naputa","Namdwani",902
"Mtwara","Tandahimba","Naputa","Mpikula","Tandahimba","Naputa","Mpikula",646
"Mtwara","Tandahimba","Naputa","Mwangaza shuleni","Tandahimba","Naputa","Mwangaza shuleni",1583
"Mtwara","Tandahimba","Naputa","Mwangaza sokoni","Tandahimba","Naputa","Mwangaza sokoni",1564
"Mtwara","Tandahimba","Naputa","Naputa sokoni","Tandahimba","Naputa","Naputa sokoni",2976
"Mtwara","Tandahimba","Namikupa","Pemba","Tandahimba","Namikupa","Pemba",1732
"Mtwara","Tandahimba","Namikupa","Namikupa","Tandahimba","Namikupa","Namikupa",1071
"Mtwara","Tandahimba","Namikupa","Ching'ati","Tandahimba","Namikupa","Ching'ati",1011
"Mtwara","Tandahimba","Namikupa","Ilala","Tandahimba","Namikupa","Ilala",1756
"Mtwara","Tandahimba","Namikupa","Chihangi","Tandahimba","Namikupa","Chihangi",971
"Mtwara","Tandahimba","Namikupa","Miludi","Tandahimba","Namikupa","Miludi",1558
"Mtwara","Tandahimba","Mnyawa","Jangwani","Tandahimba","Mnyawa","Jangwani",1260
"Mtwara","Tandahimba","Mnyawa","Maheha","Tandahimba","Mnyawa","Maheha",1724
"Mtwara","Tandahimba","Mnyawa","Munda mkulu","Tandahimba","Mnyawa","Munda mkulu",1961
"Mtwara","Tandahimba","Mnyawa","Mnyawa","Tandahimba","Mnyawa","Mnyawa",1826
"Mtwara","Tandahimba","Mnyawa","Umoja","Tandahimba","Mnyawa","Umoja",1381
"Mtwara","Tandahimba","Mkundi","Dinembo","Tandahimba","Mkundi","Dinembo",1369
"Mtwara","Tandahimba","Mkundi","Mikunda sokoni","Tandahimba","Mkundi","Mikunda sokoni",1240
"Mtwara","Tandahimba","Mkundi","Mkunda shuleni","Tandahimba","Mkundi","Mkunda shuleni",2209
"Mtwara","Tandahimba","Mkundi","Lipalwe II","Tandahimba","Mkundi","Lipalwe II",1129
"Mtwara","Tandahimba","Mkundi","Chitoholijuu","Tandahimba","Mkundi","Chitoholijuu",913
"Mtwara","Tandahimba","Mkundi","Lipalwe I","Tandahimba","Mkundi","Lipalwe I",1344
"Mtwara","Tandahimba","Lukokoda","Mnazimmoja","Tandahimba","Lukokoda","Mnazimmoja",1983
"Mtwara","Tandahimba","Lukokoda","Ghana chini","Tandahimba","Lukokoda","Ghana chini",441
"Mtwara","Tandahimba","Lukokoda","Lukokoda","Tandahimba","Lukokoda","Lukokoda",1988
"Mtwara","Tandahimba","Lukokoda","Ghanajuu","Tandahimba","Lukokoda","Ghanajuu",916
"Mtwara","Tandahimba","Mahuta","Lidumbwemtoni","Tandahimba","Mahuta","Lidumbwemtoni",649
"Mtwara","Tandahimba","Mahuta","Milumba","Tandahimba","Mahuta","Milumba",805
"Mtwara","Tandahimba","Mahuta","Mkulung ́ulu","Tandahimba","Mahuta","Mkulung'ulu",2203
"Mtwara","Tandahimba","Mahuta","Mahutabondeni","Tandahimba","Mahuta","Mahutabondeni",2065
"Mtwara","Tandahimba","Nanhyanga","Miule","Tandahimba","Nanhyanga","Miule",1353
