"Date","Correct_Village","Correct_Ward","Correct_District","Correct_Region","Dogs.without.collars","Dogs.with.collars","month","year","DWV","DW"
2014-07-01,"Ngupe","Mnanje","Nanyumbu","Mtwara",2,12,55,2014,"nanyumbu_mnanje_ngupe","nanyumbu_mnanje"
2016-11-04,"Ngupe","Mnanje","Nanyumbu","Mtwara",4,2,83,2016,"nanyumbu_mnanje_ngupe","nanyumbu_mnanje"
2015-08-25,"Ngupe","Mnanje","Nanyumbu","Mtwara",5,4,68,2015,"nanyumbu_mnanje_ngupe","nanyumbu_mnanje"
2014-07-01,"Chivirikiti","Nandete","Nanyumbu","Mtwara",8,3,55,2014,"nanyumbu_nandete_chivirikiti","nanyumbu_nandete"
2016-11-07,"Chivirikiti","Nandete","Nanyumbu","Mtwara",3,5,83,2016,"nanyumbu_nandete_chivirikiti","nanyumbu_nandete"
2015-08-27,"Chivirikiti","Nandete","Nanyumbu","Mtwara",2,7,68,2015,"nanyumbu_nandete_chivirikiti","nanyumbu_nandete"
2014-07-01,"Mtalikachau","Nandete","Nanyumbu","Mtwara",2,8,55,2014,"nanyumbu_nandete_mtalikachau","nanyumbu_nandete"
2014-07-01,"Nakole","Nandete","Nanyumbu","Mtwara",0,13,55,2014,"nanyumbu_nandete_nakole","nanyumbu_nandete"
2016-11-07,"Nakole","Nandete","Nanyumbu","Mtwara",2,1,83,2016,"nanyumbu_nandete_nakole","nanyumbu_nandete"
2015-08-27,"Nakole","Nandete","Nanyumbu","Mtwara",4,2,68,2015,"nanyumbu_nandete_nakole","nanyumbu_nandete"
2016-11-08,"Nandete","Nandete","Nanyumbu","Mtwara",5,5,83,2016,"nanyumbu_nandete_nandete","nanyumbu_nandete"
2015-08-28,"Nandete","Nandete","Nanyumbu","Mtwara",5,6,68,2015,"nanyumbu_nandete_nandete","nanyumbu_nandete"
2015-08-31,"Nandete","Nandete","Nanyumbu","Mtwara",5,7,68,2015,"nanyumbu_nandete_nandete","nanyumbu_nandete"
2014-07-01,"Ulanga","Nandete","Nanyumbu","Mtwara",1,7,55,2014,"nanyumbu_nandete_ulanga","nanyumbu_nandete"
2015-08-20,"Chihuve","Nangomba","Nanyumbu","Mtwara",0,6,68,2015,"nanyumbu_nangomba_chihuve","nanyumbu_nangomba"
2014-07-01,"Maswela","Nangomba","Nanyumbu","Mtwara",0,0,55,2014,"nanyumbu_nangomba_maswela","nanyumbu_nangomba"
2016-11-03,"Maswela","Nangomba","Nanyumbu","Mtwara",1,3,83,2016,"nanyumbu_nangomba_maswela","nanyumbu_nangomba"
2015-08-24,"Maswela","Nangomba","Nanyumbu","Mtwara",2,5,68,2015,"nanyumbu_nangomba_maswela","nanyumbu_nangomba"
2016-11-03,"Mjimwema","Nangomba","Nanyumbu","Mtwara",8,19,83,2016,"nanyumbu_nangomba_mjimwema","nanyumbu_nangomba"
2015-08-24,"Mjimwema","Nangomba","Nanyumbu","Mtwara",5,9,68,2015,"nanyumbu_nangomba_mjimwema","nanyumbu_nangomba"
2014-07-01,"Mnemeke","Nangomba","Nanyumbu","Mtwara",11,7,55,2014,"nanyumbu_nangomba_mnemeke","nanyumbu_nangomba"
2015-08-24,"Mnemeke","Nangomba","Nanyumbu","Mtwara",2,8,68,2015,"nanyumbu_nangomba_mnemeke","nanyumbu_nangomba"
2015-08-24,"Nangomba","Nangomba","Nanyumbu","Mtwara",4,18,68,2015,"nanyumbu_nangomba_nangomba","nanyumbu_nangomba"
2016-10-31,"Chitawatawa","Nanyumbu","Nanyumbu","Mtwara",2,2,82,2016,"nanyumbu_nanyumbu_chitawatawa","nanyumbu_nanyumbu"
2015-08-20,"Chitowe","Nanyumbu","Nanyumbu","Mtwara",3,13,68,2015,"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu"
2016-10-31,"Chitowe","Nanyumbu","Nanyumbu","Mtwara",2,0,82,2016,"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu"
2016-11-10,"Chungu","Nanyumbu","Nanyumbu","Mtwara",1,4,83,2016,"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu"
2015-08-31,"Chungu","Nanyumbu","Nanyumbu","Mtwara",4,8,68,2015,"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu"
2016-11-02,"Makanya","Nanyumbu","Nanyumbu","Mtwara",2,8,83,2016,"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu"
2015-08-22,"Makanya","Nanyumbu","Nanyumbu","Mtwara",6,10,68,2015,"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu"
2015-08-31,"Maneme","Nanyumbu","Nanyumbu","Mtwara",2,3,68,2015,"nanyumbu_nanyumbu_maneme","nanyumbu_nanyumbu"
2016-11-02,"Mkuula","Nanyumbu","Nanyumbu","Mtwara",3,12,83,2016,"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu"
2015-08-22,"Mkuula","Nanyumbu","Nanyumbu","Mtwara",9,18,68,2015,"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu"
2014-07-01,"Nanderu","Nanyumbu","Nanyumbu","Mtwara",1,7,55,2014,"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu"
2016-11-01,"Nanderu","Nanyumbu","Nanyumbu","Mtwara",1,8,83,2016,"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu"
2016-11-10,"Nanyumbu","Nanyumbu","Nanyumbu","Mtwara",0,13,83,2016,"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu"
2015-08-31,"Nanyumbu","Nanyumbu","Nanyumbu","Mtwara",3,8,68,2015,"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu"
2014-07-01,"Chimika","Napacho","Nanyumbu","Mtwara",0,4,55,2014,"nanyumbu_napacho_chimika","nanyumbu_napacho"
2016-11-08,"Chimika","Napacho","Nanyumbu","Mtwara",4,2,83,2016,"nanyumbu_napacho_chimika","nanyumbu_napacho"
2014-07-01,"Kazamoyo","Napacho","Nanyumbu","Mtwara",0,4,55,2014,"nanyumbu_napacho_kazamoyo","nanyumbu_napacho"
2014-07-01,"Mburusa","Napacho","Nanyumbu","Mtwara",0,10,55,2014,"nanyumbu_napacho_mburusa","nanyumbu_napacho"
2016-11-09,"Mburusa","Napacho","Nanyumbu","Mtwara",3,6,83,2016,"nanyumbu_napacho_mburusa","nanyumbu_napacho"
2014-07-01,"Mpombe","Napacho","Nanyumbu","Mtwara",0,0,55,2014,"nanyumbu_napacho_mpombe","nanyumbu_napacho"
2016-11-09,"Mpombe","Napacho","Nanyumbu","Mtwara",3,3,83,2016,"nanyumbu_napacho_mpombe","nanyumbu_napacho"
2014-07-01,"Nakopi","Napacho","Nanyumbu","Mtwara",0,7,55,2014,"nanyumbu_napacho_nakopi","nanyumbu_napacho"
2016-11-07,"Nakopi","Napacho","Nanyumbu","Mtwara",1,3,83,2016,"nanyumbu_napacho_nakopi","nanyumbu_napacho"
2014-07-01,"Ndechela","Napacho","Nanyumbu","Mtwara",0,2,55,2014,"nanyumbu_napacho_ndechela","nanyumbu_napacho"
2016-11-08,"Amani","Sengenya","Nanyumbu","Mtwara",3,1,83,2016,"nanyumbu_sengenya_amani","nanyumbu_sengenya"
2014-07-01,"Chinyanyira","Sengenya","Nanyumbu","Mtwara",2,8,55,2014,"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya"
2016-11-09,"Chinyanyira","Sengenya","Nanyumbu","Mtwara",0,0,83,2016,"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya"
2015-08-29,"Chinyanyira","Sengenya","Nanyumbu","Mtwara",0,6,68,2015,"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya"
2014-07-01,"Mara","Sengenya","Nanyumbu","Mtwara",2,4,55,2014,"nanyumbu_sengenya_mara","nanyumbu_sengenya"
2015-08-27,"Mara","Sengenya","Nanyumbu","Mtwara",3,6,68,2015,"nanyumbu_sengenya_mara","nanyumbu_sengenya"
2014-07-01,"Masyalele","Sengenya","Nanyumbu","Mtwara",1,5,55,2014,"nanyumbu_sengenya_masyalele","nanyumbu_sengenya"
2016-11-07,"Masyalele","Sengenya","Nanyumbu","Mtwara",0,1,83,2016,"nanyumbu_sengenya_masyalele","nanyumbu_sengenya"
2015-08-27,"Masyalele","Sengenya","Nanyumbu","Mtwara",10,5,68,2015,"nanyumbu_sengenya_masyalele","nanyumbu_sengenya"
2014-07-01,"Mkumbaru","Sengenya","Nanyumbu","Mtwara",1,7,55,2014,"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya"
2016-11-09,"Mkumbaru","Sengenya","Nanyumbu","Mtwara",1,7,83,2016,"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya"
2015-08-29,"Mkumbaru","Sengenya","Nanyumbu","Mtwara",3,6,68,2015,"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya"
2014-07-01,"Nachura","Sengenya","Nanyumbu","Mtwara",6,8,55,2014,"nanyumbu_sengenya_nachura","nanyumbu_sengenya"
2016-11-01,"Nachura","Sengenya","Nanyumbu","Mtwara",3,8,83,2016,"nanyumbu_sengenya_nachura","nanyumbu_sengenya"
2015-08-21,"Nachura","Sengenya","Nanyumbu","Mtwara",8,21,68,2015,"nanyumbu_sengenya_nachura","nanyumbu_sengenya"
2014-07-01,"Namarupi","Sengenya","Nanyumbu","Mtwara",8,6,55,2014,"nanyumbu_sengenya_namarupi","nanyumbu_sengenya"
2016-11-01,"Namarupi","Sengenya","Nanyumbu","Mtwara",1,7,83,2016,"nanyumbu_sengenya_namarupi","nanyumbu_sengenya"
2015-08-21,"Namarupi","Sengenya","Nanyumbu","Mtwara",2,4,68,2015,"nanyumbu_sengenya_namarupi","nanyumbu_sengenya"
2016-11-03,"Rukumbi","Sengenya","Nanyumbu","Mtwara",5,12,83,2016,"nanyumbu_sengenya_rukumbi","nanyumbu_sengenya"
2015-08-29,"Rukumbi","Sengenya","Nanyumbu","Mtwara",5,6,68,2015,"nanyumbu_sengenya_rukumbi","nanyumbu_sengenya"
2014-07-01,"Sengenya","Sengenya","Nanyumbu","Mtwara",32,18,55,2014,"nanyumbu_sengenya_sengenya","nanyumbu_sengenya"
2016-11-07,"Sengenya","Sengenya","Nanyumbu","Mtwara",6,6,83,2016,"nanyumbu_sengenya_sengenya","nanyumbu_sengenya"
2015-08-27,"Sengenya","Sengenya","Nanyumbu","Mtwara",7,25,68,2015,"nanyumbu_sengenya_sengenya","nanyumbu_sengenya"
2014-07-01,"Chihangu A","Chihangu","Newala","Mtwara",4,6,55,2014,"newala_chihangu_chihangua","newala_chihangu"
2016-11-08,"Chihangu A","Chihangu","Newala","Mtwara",2,5,83,2016,"newala_chihangu_chihangua","newala_chihangu"
2015-08-20,"Chihangu A","Chihangu","Newala","Mtwara",2,5,68,2015,"newala_chihangu_chihangua","newala_chihangu"
2016-11-09,"Chihangu B","Chihangu","Newala","Mtwara",3,4,83,2016,"newala_chihangu_chihangub","newala_chihangu"
2015-08-22,"Chihangu B","Chihangu","Newala","Mtwara",1,1,68,2015,"newala_chihangu_chihangub","newala_chihangu"
2016-11-10,"Idamnole","Chihangu","Newala","Mtwara",3,0,83,2016,"newala_chihangu_idamnole","newala_chihangu"
2015-08-23,"Idamnole","Chihangu","Newala","Mtwara",2,2,68,2015,"newala_chihangu_idamnole","newala_chihangu"
2014-07-01,"Mtongwele Juu","Chihangu","Newala","Mtwara",8,5,55,2014,"newala_chihangu_mtongwelejuu","newala_chihangu"
2016-11-01,"Mtongwele Juu","Chihangu","Newala","Mtwara",1,1,83,2016,"newala_chihangu_mtongwelejuu","newala_chihangu"
2015-08-21,"Mtongwele Juu","Chihangu","Newala","Mtwara",0,0,68,2015,"newala_chihangu_mtongwelejuu","newala_chihangu"
2014-07-01,"Chilangala","Chilangala","Newala","Mtwara",3,1,55,2014,"newala_chilangala_chilangala","newala_chilangala"
2015-08-20,"Chilangala","Chilangala","Newala","Mtwara",7,8,68,2015,"newala_chilangala_chilangala","newala_chilangala"
2014-07-01,"Mikumbi","Chilangala","Newala","Mtwara",3,6,55,2014,"newala_chilangala_mikumbi","newala_chilangala"
2015-08-21,"Mikumbi","Chilangala","Newala","Mtwara",3,2,68,2015,"newala_chilangala_mikumbi","newala_chilangala"
2015-08-24,"Miyuyu","Chilangala","Newala","Mtwara",5,4,68,2015,"newala_chilangala_miyuyu","newala_chilangala"
2015-08-21,"Mkongi","Chilangala","Newala","Mtwara",4,6,68,2015,"newala_chilangala_mkongi","newala_chilangala"
2014-07-01,"Mkudumba","Chilangala","Newala","Mtwara",8,21,55,2014,"newala_chilangala_mkudumba","newala_chilangala"
2016-11-09,"Mkudumba","Chilangala","Newala","Mtwara",2,0,83,2016,"newala_chilangala_mkudumba","newala_chilangala"
2015-08-22,"Mkudumba","Chilangala","Newala","Mtwara",0,0,68,2015,"newala_chilangala_mkudumba","newala_chilangala"
2016-11-08,"Namangadu","Chilangala","Newala","Mtwara",0,0,83,2016,"newala_chilangala_namangadu","newala_chilangala"
2015-08-22,"Namdimba","Chilangala","Newala","Mtwara",2,4,68,2015,"newala_chilangala_namdimba","newala_chilangala"
2015-08-20,"Navanga","Chilangala","Newala","Mtwara",2,0,68,2015,"newala_chilangala_navanga","newala_chilangala"
2015-09-01,"Chitekete","Chitekete","Newala","Mtwara",0,0,69,2015,"newala_chitekete_chitekete","newala_chitekete"
2014-07-01,"Mchangani","Chitekete","Newala","Mtwara",5,2,55,2014,"newala_chitekete_mchangani","newala_chitekete"
2015-09-01,"Mchangani","Chitekete","Newala","Mtwara",0,0,69,2015,"newala_chitekete_mchangani","newala_chitekete"
2015-09-10,"Nambudi","Chitekete","Newala","Mtwara",2,2,69,2015,"newala_chitekete_nambudi","newala_chitekete"
2014-07-01,"Namkonda","Chitekete","Newala","Mtwara",16,2,55,2014,"newala_chitekete_namkonda","newala_chitekete"
2015-09-10,"Namkonda","Chitekete","Newala","Mtwara",1,1,69,2015,"newala_chitekete_namkonda","newala_chitekete"
2014-07-01,"Chikuti","Chiwonga","Newala","Mtwara",0,2,55,2014,"newala_chiwonga_chikuti","newala_chiwonga"
2014-07-01,"Chiwonga","Chiwonga","Newala","Mtwara",2,2,55,2014,"newala_chiwonga_chiwonga","newala_chiwonga"
2016-11-10,"Chiwonga","Chiwonga","Newala","Mtwara",0,0,83,2016,"newala_chiwonga_chiwonga","newala_chiwonga"
2014-07-01,"Mmulunga","Chiwonga","Newala","Mtwara",8,2,55,2014,"newala_chiwonga_mmulunga","newala_chiwonga"
2016-11-01,"Mmulunga","Chiwonga","Newala","Mtwara",0,0,83,2016,"newala_chiwonga_mmulunga","newala_chiwonga"
2014-07-01,"Pachanne","Chiwonga","Newala","Mtwara",1,2,55,2014,"newala_chiwonga_pachanne","newala_chiwonga"
2014-07-01,"Ukombozi","Chiwonga","Newala","Mtwara",3,3,55,2014,"newala_chiwonga_ukombozi","newala_chiwonga"
2016-11-01,"Ukombozi","Chiwonga","Newala","Mtwara",0,0,83,2016,"newala_chiwonga_ukombozi","newala_chiwonga"
2014-07-01,"Kitangari Hospitali","Kitangari","Newala","Mtwara",4,7,55,2014,"newala_kitangari_kitangarihospitali","newala_kitangari"
2014-07-01,"Kitangari Sokoni","Kitangari","Newala","Mtwara",7,8,55,2014,"newala_kitangari_kitangarisokoni","newala_kitangari"
2016-11-10,"Kitangari Sokoni","Kitangari","Newala","Mtwara",0,0,83,2016,"newala_kitangari_kitangarisokoni","newala_kitangari"
2015-08-21,"Kitangari Sokoni","Kitangari","Newala","Mtwara",2,6,68,2015,"newala_kitangari_kitangarisokoni","newala_kitangari"
2014-07-01,"Mandala","Kitangari","Newala","Mtwara",5,7,55,2014,"newala_kitangari_mandala","newala_kitangari"
2014-07-01,"Mapinduzi","Kitangari","Newala","Mtwara",6,1,55,2014,"newala_kitangari_mapinduzi","newala_kitangari"
2014-07-01,"Mitema","Kitangari","Newala","Mtwara",4,1,55,2014,"newala_kitangari_mitema","newala_kitangari"
2014-07-01,"Mmovo","Kitangari","Newala","Mtwara",4,4,55,2014,"newala_kitangari_mmovo","newala_kitangari"
2016-11-14,"Mnali","Kitangari","Newala","Mtwara",0,0,83,2016,"newala_kitangari_mnali","newala_kitangari"
2014-07-01,"Namkonda","Kitangari","Newala","Mtwara",1,3,55,2014,"newala_kitangari_namkonda","newala_kitangari"
2014-07-01,"Nanda","Kitangari","Newala","Mtwara",6,2,55,2014,"newala_kitangari_nanda","newala_kitangari"
2016-11-08,"Nanda","Kitangari","Newala","Mtwara",0,2,83,2016,"newala_kitangari_nanda","newala_kitangari"
2016-11-10,"Chitandi","Luchindu","Newala","Mtwara",1,4,83,2016,"newala_luchindu_chitandi","newala_luchindu"
2015-08-22,"Chitandi","Luchindu","Newala","Mtwara",0,5,68,2015,"newala_luchindu_chitandi","newala_luchindu"
2016-11-01,"Lingana","Luchindu","Newala","Mtwara",0,0,83,2016,"newala_luchindu_lingana","newala_luchindu"
2015-08-24,"Lingana","Luchindu","Newala","Mtwara",0,4,68,2015,"newala_luchindu_lingana","newala_luchindu"
2016-11-09,"Luchingu","Luchindu","Newala","Mtwara",0,0,83,2016,"newala_luchindu_luchingu","newala_luchindu"
2015-08-21,"Luchingu","Luchindu","Newala","Mtwara",1,1,68,2015,"newala_luchindu_luchingu","newala_luchindu"
2015-08-22,"Luchingu","Luchindu","Newala","Mtwara",0,5,68,2015,"newala_luchindu_luchingu","newala_luchindu"
2015-08-24,"Luchingu","Luchindu","Newala","Mtwara",2,9,68,2015,"newala_luchindu_luchingu","newala_luchindu"
2016-11-01,"Nangwala","Luchindu","Newala","Mtwara",0,3,83,2016,"newala_luchindu_nangwala","newala_luchindu"
2015-08-20,"Nangwala","Luchindu","Newala","Mtwara",2,2,68,2015,"newala_luchindu_nangwala","newala_luchindu"
2015-08-21,"Tupendane","Luchindu","Newala","Mtwara",0,0,68,2015,"newala_luchindu_tupendane","newala_luchindu"
2014-07-01,"Juhudi","Makonga","Newala","Mtwara",1,3,55,2014,"newala_makonga_juhudi","newala_makonga"
2014-07-01,"Kilidu II","Makonga","Newala","Mtwara",3,8,55,2014,"newala_makonga_kiliduii","newala_makonga"
2016-11-14,"Makonga","Makonga","Newala","Mtwara",0,0,83,2016,"newala_makonga_makonga","newala_makonga"
2014-07-01,"Mtangalanga","Makonga","Newala","Mtwara",2,2,55,2014,"newala_makonga_mtangalanga","newala_makonga"
2016-11-14,"Mtangalanga","Makonga","Newala","Mtwara",0,0,83,2016,"newala_makonga_mtangalanga","newala_makonga"
2014-07-01,"Nanyonda","Makonga","Newala","Mtwara",2,3,55,2014,"newala_makonga_nanyonda","newala_makonga"
2015-08-27,"Mahumbika","Makote","Newala","Mtwara",2,3,68,2015,"newala_makote_mahumbika","newala_makote"
2014-07-01,"Makondeko","Makote","Newala","Mtwara",2,1,55,2014,"newala_makote_makondeko","newala_makote"
2016-11-10,"Makondeko","Makote","Newala","Mtwara",0,0,83,2016,"newala_makote_makondeko","newala_makote"
2016-11-09,"Makote","Makote","Newala","Mtwara",0,1,83,2016,"newala_makote_makote","newala_makote"
2015-08-25,"Makote","Makote","Newala","Mtwara",2,8,68,2015,"newala_makote_makote","newala_makote"
2014-07-01,"Makukwe","Makukwe","Newala","Mtwara",5,3,55,2014,"newala_makukwe_makukwe","newala_makukwe"
2014-07-01,"Mmongo","Makukwe","Newala","Mtwara",0,3,55,2014,"newala_makukwe_mmongo","newala_makukwe"
2014-07-01,"Mnachi","Makukwe","Newala","Mtwara",0,1,55,2014,"newala_makukwe_mnachi","newala_makukwe"
2016-11-10,"Mnachi","Makukwe","Newala","Mtwara",0,0,83,2016,"newala_makukwe_mnachi","newala_makukwe"
2014-07-01,"Mnamunjelele","Makukwe","Newala","Mtwara",2,4,55,2014,"newala_makukwe_mnamunjelele","newala_makukwe"
2016-11-10,"Mnamunjelele","Makukwe","Newala","Mtwara",0,0,83,2016,"newala_makukwe_mnamunjelele","newala_makukwe"
2014-07-01,"Mnauja","Makukwe","Newala","Mtwara",5,5,55,2014,"newala_makukwe_mnauja","newala_makukwe"
2016-11-10,"Mnauja","Makukwe","Newala","Mtwara",0,0,83,2016,"newala_makukwe_mnauja","newala_makukwe"
2014-07-01,"Malatu Juu","Malatu","Newala","Mtwara",4,18,55,2014,"newala_malatu_malatujuu","newala_malatu"
2015-08-22,"Malatu Juu","Malatu","Newala","Mtwara",2,2,68,2015,"newala_malatu_malatujuu","newala_malatu"
2014-07-01,"Malatu Shuleni","Malatu","Newala","Mtwara",0,0,55,2014,"newala_malatu_malatushuleni","newala_malatu"
2016-11-09,"Malatu Shuleni","Malatu","Newala","Mtwara",3,16,83,2016,"newala_malatu_malatushuleni","newala_malatu"
2015-08-22,"Malatu Shuleni","Malatu","Newala","Mtwara",2,0,68,2015,"newala_malatu_malatushuleni","newala_malatu"
2014-07-01,"Mkunjo","Malatu","Newala","Mtwara",2,13,55,2014,"newala_malatu_mkunjo","newala_malatu"
2016-11-10,"Mkunjo","Malatu","Newala","Mtwara",0,2,83,2016,"newala_malatu_mkunjo","newala_malatu"
2014-07-01,"Mtanda","Malatu","Newala","Mtwara",2,12,55,2014,"newala_malatu_mtanda","newala_malatu"
2014-07-01,"Tuyangatane","Malatu","Newala","Mtwara",3,4,55,2014,"newala_malatu_tuyangatane","newala_malatu"
2016-12-01,"Tuyangatane","Malatu","Newala","Mtwara",1,0,84,2016,"newala_malatu_tuyangatane","newala_malatu"
2014-07-01,"Kadengwa","Maputi","Newala","Mtwara",1,3,55,2014,"newala_maputi_kadengwa","newala_maputi"
2016-11-08,"Kadengwa","Maputi","Newala","Mtwara",0,3,83,2016,"newala_maputi_kadengwa","newala_maputi"
2014-07-01,"Maputi","Maputi","Newala","Mtwara",4,4,55,2014,"newala_maputi_maputi","newala_maputi"
2016-11-09,"Maputi","Maputi","Newala","Mtwara",0,4,83,2016,"newala_maputi_maputi","newala_maputi"
2015-08-20,"Maputi","Maputi","Newala","Mtwara",2,7,68,2015,"newala_maputi_maputi","newala_maputi"
2014-07-01,"Mikwanga","Maputi","Newala","Mtwara",2,1,55,2014,"newala_maputi_mikwanga","newala_maputi"
2014-07-01,"Mnauya","Maputi","Newala","Mtwara",3,1,55,2014,"newala_maputi_mnauya","newala_maputi"
2016-11-10,"Mnauya","Maputi","Newala","Mtwara",0,0,83,2016,"newala_maputi_mnauya","newala_maputi"
2015-08-25,"Mnauya","Maputi","Newala","Mtwara",2,2,68,2015,"newala_maputi_mnauya","newala_maputi"
2014-07-01,"Mtongwele","Maputi","Newala","Mtwara",3,2,55,2014,"newala_maputi_mtongwele","newala_maputi"
2016-11-14,"Mtongwele","Maputi","Newala","Mtwara",0,0,83,2016,"newala_maputi_mtongwele","newala_maputi"
2014-07-01,"Machenje","Mchemo","Newala","Mtwara",3,6,55,2014,"newala_mchemo_machenje","newala_mchemo"
2014-07-01,"Mchemo A","Mchemo","Newala","Mtwara",1,3,55,2014,"newala_mchemo_mchemoa","newala_mchemo"
2014-07-01,"Mchemo B","Mchemo","Newala","Mtwara",2,3,55,2014,"newala_mchemo_mchemob","newala_mchemo"
2014-07-01,"Mkupete","Mchemo","Newala","Mtwara",1,0,55,2014,"newala_mchemo_mkupete","newala_mchemo"
2014-07-01,"Mpwapwa","Mchemo","Newala","Mtwara",4,1,55,2014,"newala_mchemo_mpwapwa","newala_mchemo"
2016-11-14,"Mpwapwa","Mchemo","Newala","Mtwara",0,0,83,2016,"newala_mchemo_mpwapwa","newala_mchemo"
2014-07-01,"Amani","Mcholi I","Newala","Mtwara",4,3,55,2014,"newala_mcholii_amani","newala_mcholii"
2015-08-26,"Amani","Mcholi I","Newala","Mtwara",0,3,68,2015,"newala_mcholii_amani","newala_mcholii"
2014-07-01,"Chiunjira","Mcholi I","Newala","Mtwara",1,2,55,2014,"newala_mcholii_chiunjira","newala_mcholii"
2015-08-25,"Chiunjira","Mcholi I","Newala","Mtwara",3,5,68,2015,"newala_mcholii_chiunjira","newala_mcholii"
2014-07-01,"Makorongo","Mcholi I","Newala","Mtwara",3,6,55,2014,"newala_mcholii_makorongo","newala_mcholii"
2014-07-01,"Mcholi Godauni","Mcholi I","Newala","Mtwara",4,2,55,2014,"newala_mcholii_mcholigodauni","newala_mcholii"
2014-07-01,"Pachoto","Mcholi I","Newala","Mtwara",3,4,55,2014,"newala_mcholii_pachoto","newala_mcholii"
2014-07-01,"Tumaini","Mcholi I","Newala","Mtwara",6,3,55,2014,"newala_mcholii_tumaini","newala_mcholii"
2015-08-27,"Tumaini","Mcholi I","Newala","Mtwara",0,3,68,2015,"newala_mcholii_tumaini","newala_mcholii"
2014-07-01,"Lidumbe Shule","Mcholi II","Newala","Mtwara",4,2,55,2014,"newala_mcholiii_lidumbeshule","newala_mcholiii"
2014-07-01,"Mnaida","Mcholi II","Newala","Mtwara",2,2,55,2014,"newala_mcholiii_mnaida","newala_mcholiii"
2016-11-19,"Mnaida","Mcholi II","Newala","Mtwara",3,0,83,2016,"newala_mcholiii_mnaida","newala_mcholiii"
2014-07-01,"Msilili","Mcholi II","Newala","Mtwara",6,3,55,2014,"newala_mcholiii_msilili","newala_mcholiii"
2016-11-14,"Msilili","Mcholi II","Newala","Mtwara",0,0,83,2016,"newala_mcholiii_msilili","newala_mcholiii"
2015-08-27,"Msilili","Mcholi II","Newala","Mtwara",0,2,68,2015,"newala_mcholiii_msilili","newala_mcholiii"
2014-07-01,"Tawala","Mcholi II","Newala","Mtwara",3,1,55,2014,"newala_mcholiii_tawala","newala_mcholiii"
2015-08-25,"Tawala","Mcholi II","Newala","Mtwara",2,4,68,2015,"newala_mcholiii_tawala","newala_mcholiii"
2015-08-25,"Chitenda","Mdimbampelempele","Newala","Mtwara",0,2,68,2015,"newala_mdimbampelempele_chitenda","newala_mdimbampelempele"
2015-08-23,"Mdimbampelempele","Mdimbampelempele","Newala","Mtwara",0,3,68,2015,"newala_mdimbampelempele_mdimbampelempele","newala_mdimbampelempele"
2015-08-24,"Minjale","Mdimbampelempele","Newala","Mtwara",1,0,68,2015,"newala_mdimbampelempele_minjale","newala_mdimbampelempele"
2015-08-24,"Ngalu","Mdimbampelempele","Newala","Mtwara",0,2,68,2015,"newala_mdimbampelempele_ngalu","newala_mdimbampelempele"
2014-07-01,"Chikalule","Mkoma II","Newala","Mtwara",2,0,55,2014,"newala_mkomaii_chikalule","newala_mkomaii"
2015-08-23,"Chikalule","Mkoma II","Newala","Mtwara",0,3,68,2015,"newala_mkomaii_chikalule","newala_mkomaii"
2016-11-25,"Chikalule","Mkoma II","Newala","Mtwara",0,3,83,2016,"newala_mkomaii_chikalule","newala_mkomaii"
2014-07-01,"Lihanga","Mkoma II","Newala","Mtwara",2,7,55,2014,"newala_mkomaii_lihanga","newala_mkomaii"
2015-08-24,"Lihanga","Mkoma II","Newala","Mtwara",1,3,68,2015,"newala_mkomaii_lihanga","newala_mkomaii"
2014-07-01,"Lochinu","Mkoma II","Newala","Mtwara",5,3,55,2014,"newala_mkomaii_lochinu","newala_mkomaii"
2016-11-13,"Lochinu","Mkoma II","Newala","Mtwara",0,7,83,2016,"newala_mkomaii_lochinu","newala_mkomaii"
2015-08-23,"Lochinu","Mkoma II","Newala","Mtwara",2,5,68,2015,"newala_mkomaii_lochinu","newala_mkomaii"
2016-11-14,"Mkoma II","Mkoma II","Newala","Mtwara",0,1,83,2016,"newala_mkomaii_mkomaii","newala_mkomaii"
2014-07-01,"Nangudyane","Mkoma II","Newala","Mtwara",4,1,55,2014,"newala_mkomaii_nangudyane","newala_mkomaii"
2016-11-15,"Nangudyane","Mkoma II","Newala","Mtwara",0,3,83,2016,"newala_mkomaii_nangudyane","newala_mkomaii"
