"Date","Study.Area","Region","District","Ward","Village.2002","Village","Location.Source","Kitongoji","Latitude","Longitude","UTM.Easting","UTM.Northing","District.1","Village.1","Biter.ID","ID","Uncertainty","Species","Other.species","Owner","Suspect","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Known.bites","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Date_proxy","Year","month_n"
"26-Sep-2016","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Sokoni",NA,NA,NA,NA,"Nanyumbu",NA,0,254,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-05-06","+/- 7 days","2016-05-06",2016,65
"26-Sep-2016","STz","Mtwara","Nanyumbu","Napacho",NA,NA,"GPS Receiver","Bwawani",NA,NA,NA,NA,"Nanyumbu",NA,0,245,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-07-04","+/- 7 days","2015-07-04",2015,55
"07-Aug-2017","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Nanyumbu",NA,0,279,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-20","+/- 7 days","2011-05-20",2011,5
"07-Aug-2017","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"GPS Receiver","Pemba",NA,NA,NA,NA,"Nanyumbu",NA,0,249,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-05-15","+/- 7 days","2014-05-15",2014,41
"26-Sep-2016","STz","Mtwara","Nanyumbu","Mangaka",NA,NA,"GPS Receiver","CDC",NA,NA,NA,NA,"Nanyumbu",NA,0,269,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-08-18","+/- 7 days","2012-08-18",2012,20
"07-Aug-2017","STz","Mtwara","Nanyumbu","Lumesule",NA,NA,"GPS Receiver","Msikitini",NA,NA,NA,NA,"Nanyumbu",NA,0,240,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-11-15","+/- 28 days","2014-11-15",2014,47
"07-Aug-2017","STz","Mtwara","Nanyumbu","Napacho",NA,NA,"GPS Receiver","Muungano",NA,NA,NA,NA,"Nanyumbu",NA,0,244,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-07-14","+/- 7 days","2015-07-14",2015,55
"26-Sep-2016","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Songambele",NA,NA,NA,NA,"Nanyumbu",NA,0,278,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-10-20","+/- 7 days","2013-10-20",2013,34
"26-Sep-2016","STz","Mtwara","Nanyumbu","Mangaka",NA,NA,"Manually Entered","Sauti Moja",NA,NA,NA,NA,"Nanyumbu",NA,0,268,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-11-06","+/- 7 days","2011-11-06",2011,11
"07-Aug-2017","STz","Mtwara","Nanyumbu","Lumesule",NA,NA,"GPS Receiver","Makondeko",NA,NA,NA,NA,"Nanyumbu",NA,0,235,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-02-15","+/- 7 days","2013-02-15",2013,26
"26-Sep-2016","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"GPS Receiver","Kilimanihewa",NA,NA,NA,NA,"Nanyumbu",NA,0,260,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-06-15","+/- 7 days","2013-06-15",2013,30
"26-Sep-2016","STz","Mtwara","Nanyumbu","Mangaka",NA,NA,"GPS Receiver","Lidede",NA,NA,NA,NA,"Nanyumbu",NA,0,270,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-03","+/- 7 days","2012-06-03",2012,18
"26-Sep-2016","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"GPS Receiver","Mikangaula",NA,NA,NA,NA,"Nanyumbu",NA,0,251,"at home","Cat",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-09-05","+/- 7 days","2011-09-05",2011,9
"26-Sep-2016","STz","Mtwara","Nanyumbu","Napacho",NA,NA,"GPS Receiver","Muungano",NA,NA,NA,NA,"Nanyumbu",NA,0,243,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-09-15","+/- 7 days","2015-09-15",2015,57
"07-Aug-2017","STz","Mtwara","Nanyumbu","Mangaka",NA,NA,"Manually Entered","Lidede",NA,NA,NA,NA,"Nanyumbu",NA,0,283,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-08","+/- 7 days","2011-08-08",2011,8
"26-Sep-2016","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Songambele",NA,NA,NA,NA,"Nanyumbu",NA,0,277,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-04-29","+/- 7 days","2011-04-29",2011,4
"26-Sep-2016","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Kijiweni",NA,NA,NA,NA,"Nanyumbu",NA,0,280,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-12-31","+/- 7 days","2011-12-31",2011,12
"10-Sep-2016","STz","Mtwara","Masasi","Mwena",NA,NA,"GPS Receiver","Nuru",NA,NA,NA,NA,"Masasi",NA,0,285,"at home","Wildlife: Hyena",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-06-15","+/- 14 days","2014-06-15",2014,42
"26-Sep-2016","STz","Mtwara","Nanyumbu","Mikangaula",NA,NA,"GPS Receiver","Darajani",NA,NA,NA,NA,"Nanyumbu",NA,0,273,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-04-10","+/- 7 days","2014-04-10",2014,40
"07-Aug-2017","STz","Mtwara","Masasi","Mwena",NA,NA,"GPS Receiver","Majengo",NA,NA,NA,NA,"Masasi",NA,0,288,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-28","+/- 7 days","2012-06-28",2012,18
"26-Sep-2016","STz","Mtwara","Nanyumbu","Masuguru",NA,NA,"GPS Receiver","Muhimbili",NA,NA,NA,NA,"Nanyumbu",NA,0,232,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-06-28","+/- 7 days","2011-06-28",2011,6
"26-Sep-2016","STz","Mtwara","Nanyumbu","Mnanje",NA,NA,"GPS Receiver","Mmnazi Mmoja",NA,NA,NA,NA,"Nanyumbu",NA,0,265,"on the farm","Wildlife: Leopard",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-10-15","+/- 14 days","2013-10-15",2013,34
"10-Sep-2016","STz","Mtwara","Tandahimba","Michenjele",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Tandahimba",NA,0,174,"at home","Wildlife: Honey badger",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-12-17","+/- 7 days","2013-12-17",2013,36
"26-Sep-2016","STz","Mtwara","Nanyumbu","Mnanje",NA,NA,"GPS Receiver","Ilala",NA,NA,NA,NA,"Nanyumbu",NA,0,264,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-27","+/- 7 days","2011-04-27",2011,4
"07-Aug-2017","STz","Mtwara","Nanyumbu","Lumesule",NA,NA,"GPS Receiver","Nyasa",NA,NA,NA,NA,"Nanyumbu",NA,0,239,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-06-15","+/- 7 days","2014-06-15",2014,42
"26-Sep-2016","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"GPS Receiver","Mdibwa B",NA,NA,NA,NA,"Nanyumbu",NA,0,248,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-03-15","+/- 7 days","2015-03-15",2015,51
"07-Aug-2017","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Elimu",NA,NA,NA,NA,"Nanyumbu",NA,0,258,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-30","+/- 28 days","2012-06-30",2012,18
"10-Sep-2016","STz","Mtwara","Masasi","Mwena",NA,NA,"GPS Receiver","Zambia",NA,NA,NA,NA,"Masasi",NA,0,290,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-07-01","+/- 7 days","2012-07-01",2012,19
"10-Sep-2016","STz","Mtwara","Tandahimba","Lyenje",NA,NA,"GPS Receiver","Umoja",NA,NA,NA,NA,"Tandahimba",NA,0,151,"far away","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-03","+/- 7 days","2011-04-03",2011,4
"10-Sep-2016","STz","Mtwara","Newala","Nanguruwe",NA,NA,"GPS Receiver","Sokoni",NA,NA,NA,NA,"Newala",NA,0,225,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-25","+/- 7 days","2011-08-25",2011,8
"10-Sep-2016","STz","Mtwara","Newala","Nanguruwe",NA,NA,"GPS Receiver","Sokoni",NA,NA,NA,NA,"Newala",NA,223,224,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2013-04-15","+/- 7 days",NA,"true","2013-04-30","+/- 7 days","2013-04-15",2013,28
"10-Sep-2016","STz","Mtwara","Tandahimba","Mdumbwe",NA,NA,"GPS Receiver","Mingoyo",NA,NA,NA,NA,"Tandahimba",NA,0,186,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-09-21","+/- 7 days","2014-09-21",2014,45
"10-Sep-2016","STz","Mtwara","Tandahimba","Namikupa",NA,NA,"GPS Receiver","Ching'ati",NA,NA,NA,NA,"Tandahimba",NA,0,181,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-04-19","+/- 7 days","2012-04-19",2012,16
"10-Sep-2016","STz","Mtwara","Tandahimba","Michenjele",NA,NA,"GPS Receiver","Zahanati",NA,NA,NA,NA,"Tandahimba",NA,0,171,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-05-09","+/- 7 days","2012-05-09",2012,17
"10-Sep-2016","STz","Mtwara","Tandahimba","Mihambwe",NA,NA,"GPS Receiver","Sokoni",NA,NA,NA,NA,"Tandahimba",NA,0,176,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-06-15","+/- 28 days","2014-06-15",2014,42
"10-Sep-2016","STz","Mtwara","Newala","Mcholi I",NA,NA,"GPS Receiver","Chunjila Juu",NA,NA,NA,NA,"Newala",NA,0,221,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-04-09","+/- 7 days","2012-04-09",2012,16
"10-Sep-2016","STz","Mtwara","Newala","Makonga",NA,NA,"GPS Receiver","Umoja",NA,NA,NA,NA,"Newala",NA,0,200,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-07-12","+/- 7 days","2011-07-12",2011,7
"10-Sep-2016","STz","Mtwara","Tandahimba","Michenjele",NA,NA,"GPS Receiver","Ndorya",NA,NA,NA,NA,"Tandahimba",NA,0,170,"","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-06-04","+/- 7 days","2014-06-04",2014,42
"10-Sep-2016","STz","Mtwara","Tandahimba","Mihambwe",NA,NA,"GPS Receiver","Shangani",NA,NA,NA,NA,"Tandahimba",NA,0,175,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-07-05","+/- 7 days","2012-07-05",2012,19
"10-Sep-2016","STz","Mtwara","Newala","Chilangala",NA,NA,"GPS Receiver","Lidimba",NA,NA,NA,NA,"Newala",NA,0,203,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-24","+/- 7 days","2011-02-24",2011,2
"10-Sep-2016","STz","Mtwara","Tandahimba","Mihenjele",NA,NA,"GPS Receiver","Zahanati",NA,NA,NA,NA,"Tandahimba",NA,0,172,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-04-08","+/- 7 days","2013-04-08",2013,28
"07-Aug-2017","STz","Mtwara","Tandahimba","Naputa",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Tandahimba",NA,0,179,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-11-15","+/- 7 days","2013-11-15",2013,35
"07-Aug-2017","STz","Mtwara","Tandahimba","Lyenje",NA,NA,"Manually Entered","Tandika",NA,NA,NA,NA,"Tandahimba",NA,0,152,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-03-05","+/- 7 days","2012-03-05",2012,15
"07-Aug-2017","STz","Mtwara","Tandahimba","Nambahu",NA,NA,"Manually Entered","Bondeni",NA,NA,NA,NA,"Tandahimba",NA,0,184,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-03-25","+/- 7 days","2012-03-25",2012,15
"07-Aug-2017","STz","Mtwara","Tandahimba","Mdimba Mnyoma",NA,NA,"Manually Entered","Tankini",NA,NA,NA,NA,"Tandahimba",NA,0,185,"","Cat",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2013-01-17","+/- 7 days","2013-01-17",2013,25
"07-Aug-2017","STz","Mtwara","Tandahimba","Lyenje",NA,NA,"Manually Entered","Mwembe Mmoja",NA,NA,NA,NA,"Tandahimba",NA,0,187,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-08-22","+/- 7 days","2014-08-22",2014,44
"07-Aug-2017","STz","Mtwara","Tandahimba","Kitama",NA,NA,"Manually Entered","Mianzini",NA,NA,NA,NA,"Tandahimba",NA,0,188,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-05-07","+/- 7 days","2015-05-07",2015,53
"07-Aug-2017","STz","Mtwara","Tandahimba","Tandahimba",NA,NA,"Manually Entered","Amani",NA,NA,NA,NA,"Tandahimba",NA,0,189,"far away","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-07","+/- 7 days","2011-06-07",2011,6
"04-Aug-2017","STz","Mtwara","Newala","Mkwedu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Newala",NA,196,197,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2014-01-05","+/- 7 days",NA,"true","2014-01-10","+/- 7 days","2014-01-05",2014,37
"04-Aug-2017","STz","Mtwara","Newala","Mkwedu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Newala",NA,197,198,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2014-01-10","+/- 7 days",NA,"true","2014-01-13","+/- 7 days","2014-01-10",2014,37
"04-Aug-2017","STz","Mtwara","Newala","Mkwedu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Newala",NA,197,199,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2014-01-10","+/- 7 days",NA,"true","2014-01-17","+/- 7 days","2014-01-10",2014,37
"04-Aug-2017","STz","Mtwara","Newala","Chihangu",NA,NA,"Manually Entered","Mmanje",NA,NA,NA,NA,"Newala",NA,0,202,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2014-07-11","+/- 7 days","2014-07-11",2014,43
"04-Aug-2017","STz","Mtwara","Newala","Chilangala",NA,NA,"Manually Entered","Meta",NA,NA,NA,NA,"Newala",NA,0,204,"far away","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-10-25","+/- 7 days","2013-10-25",2013,34
"10-Sep-2016","STz","Mtwara","Newala","Mtonya",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Newala",NA,0,223,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-04-15","+/- 7 days","2013-04-15",2013,28
"07-Aug-2017","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"Manually Entered","Sokoine",NA,NA,NA,NA,"Nanyumbu",NA,0,253,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-06-11","+/- 7 days","2016-06-11",2016,66
"07-Aug-2017","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"Manually Entered","Mwambau",NA,NA,NA,NA,"Nanyumbu",NA,0,257,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"07-Aug-2017","STz","Mtwara","Nanyumbu","Mikangaula",NA,NA,"Manually Entered","Andeni",NA,NA,NA,NA,"Nanyumbu",NA,0,266,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-04-25","+/- 7 days","2011-04-25",2011,4
"07-Aug-2017","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Mkumbaru",NA,NA,NA,NA,"Nanyumbu",NA,0,275,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-04-22","+/- 7 days","2011-04-22",2011,4
"07-Aug-2017","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Nawanga",NA,NA,NA,NA,"Nanyumbu",NA,0,276,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-30","+/- 7 days","2011-04-30",2011,4
"07-Aug-2017","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Nanyumbu",NA,0,282,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-01-02","+/- 7 days","2012-01-02",2012,13
"07-Aug-2017","STz","Mtwara","Masasi","Mwena",NA,NA,"Manually Entered","Kitunda",NA,NA,NA,NA,"Masasi",NA,0,287,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-03-15","+/- 7 days","2012-03-15",2012,15
"07-Aug-2017","STz","Mtwara","Masasi","Mwena",NA,NA,"Manually Entered","Mchangani",NA,NA,NA,NA,"Masasi",NA,0,289,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-28","+/- 7 days","2012-06-28",2012,18
"07-Aug-2017","STz","Mtwara","Masasi","Mwena",NA,NA,"Manually Entered","Bondeni road",NA,NA,NA,NA,"Masasi",NA,0,292,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-05-27","+/- 7 days","2011-05-27",2011,5
"07-Aug-2017","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"Manually Entered","Kilimani",NA,NA,NA,NA,"Nanyumbu",NA,0,247,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2012-10-21","+/- 7 days","2012-10-21",2012,22
"15-Nov-2017","STz","Lindi","Liwale","Mbaya",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,386,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-06-15","+/- 14 days","2013-06-15",2013,30
"15-Nov-2017","STz","Lindi","Liwale","Likongowele",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,390,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-12-12","+/- 7 days","2011-12-12",2011,12
"15-Nov-2017","STz","Lindi","Liwale","Mbaya",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,387,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2015-01-16","+/- 7 days","2015-01-16",2015,49
"02-Aug-2017","STz","Lindi","Liwale","Kichonda",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,388,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-08-06","+/- 7 days","2015-08-06",2015,56
"15-Nov-2017","STz","Lindi","Liwale","Liwale Mjini",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,391,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-05","+/- 7 days","2012-06-05",2012,18
"02-Aug-2017","STz","Lindi","Liwale","Kichonda",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,389,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-10-31","+/- 7 days","2011-10-31",2011,10
"15-Nov-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,395,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-11-07","+/- 7 days","2011-11-07",2011,11
"15-Nov-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,394,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-12-12","+/- 7 days","2016-12-12",2016,72
"15-Nov-2017","STz","Lindi","Liwale","Nangano",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,392,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-11-30","+/- 7 days","2014-11-30",2014,47
"02-Aug-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,397,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-10-05","+/- 7 days","2011-10-05",2011,10
"15-Nov-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,400,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-03-16","+/- 7 days","2011-03-16",2011,3
"02-Aug-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,399,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-03-15","+/- 14 days","2011-03-15",2011,3
"02-Aug-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,398,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-02-21","+/- 7 days","2011-02-21",2011,2
"15-Nov-2017","STz","Lindi","Liwale","Liwale 'B'",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,406,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-04-28","+/- 7 days","2016-04-28",2016,64
"02-Aug-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,401,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-16","+/- 7 days","2011-12-16",2011,12
"02-Aug-2017","STz","Lindi","Liwale","Liwale 'B'",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,404,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2017-01-15","+/- 7 days","2017-01-15",2017,73
"15-Nov-2017","STz","Lindi","Liwale","Liwale 'B'",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,407,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-05-10","+/- 7 days","2013-05-10",2013,29
"15-Nov-2017","STz","Lindi","Liwale","Mangirikiti",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,414,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-03-18","+/- 7 days","2015-03-18",2015,51
"15-Nov-2017","STz","Lindi","Liwale","Kiangara",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,403,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-16","+/- 7 days","2011-08-16",2011,8
"15-Nov-2017","STz","Lindi","Liwale","Liwale 'B'",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,409,"on the farm","Wildlife: Hyena",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-11-10","+/- 7 days","2011-11-10",2011,11
"15-Nov-2017","STz","Lindi","Liwale","Mihumo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,410,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-08-11","+/- 7 days","2013-08-11",2013,32
"15-Nov-2017","STz","Lindi","Liwale","Liwale 'B'",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,409,412,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2011-11-10","+/- 14 days",NA,"true","2011-12-12","+/- 7 days","2011-11-10",2011,11
"15-Nov-2017","STz","Lindi","Liwale","Mangirikiti",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,413,"","Cat",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2013-12-16","+/- 7 days","2013-12-16",2013,36
"15-Nov-2017","STz","Lindi","Liwale","Nangando",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,411,"at home","Wildlife: Hyena",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-04-15","+/- 7 days","2016-04-15",2016,64
"02-Aug-2017","STz","Lindi","Liwale","Makata",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,408,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2015-03-20","+/- 7 days","2015-03-20",2015,51
"15-Nov-2017","STz","Lindi","Liwale","Liwale 'B'",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,405,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-12","+/- 7 days","2011-05-12",2011,5
"15-Nov-2017","STz","Lindi","Liwale","Likongowele",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,416,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-06-06","+/- 7 days","2013-06-06",2013,30
"15-Nov-2017","STz","Lindi","Liwale","Liwale Mjini",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,415,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-03-01","+/- 7 days","2011-03-01",2011,3
